reality,predict,mape,accurary
644.93,663.7936452,0.029249136,0.97
583.03,602.3698625,0.033171299,0.97
521.13,566.2861639,0.086650479,0.91
946.42,495.5266972,0.47641988,0.52
604.99,516.8657374,0.145662346,0.85
483.19,456.3678852,0.055510492,0.94
483.19,456.3678852,0.055510492,0.94
491.25,388.0957209,0.209983265,0.79
533.11,363.9517313,0.317304625,0.68
483.26,475.0976095,0.016890267,0.98
1016.31,620.0431093,0.389907499,0.61
648.92,850.8969278,0.31125089,0.69
708.82,925.2366047,0.305319552,0.69
1134.11,1096.575963,0.033095588,0.97
978.55,1222.539396,0.249337689,0.75
700.94,1276.809583,0.821567585,0.18
608.99,1116.598048,0.833524439,0.17
581.11,1314.925147,1.262781826,0
812.65,1203.825443,0.481357833,0.52
1096.17,1092.225939,0.003598038,1
889.1,1026.365311,0.154386808,0.85
676.87,874.6486529,0.292195921,0.71
627.05,815.3807571,0.300344083,0.7
597,758.6054827,0.270695951,0.73
1054.24,772.427525,0.267313396,0.73
920.47,799.395664,0.131535342,0.87
858.57,743.873999,0.133589575,0.87
555.07,743.873999,0.340144484,0.66
521.2,684.5700533,0.313449834,0.69
483.19,684.5700533,0.416771981,0.58
367.85,656.3072632,0.784170894,0.22
369.38,684.5700533,0.853294854,0.15
419.35,684.5700533,0.632455117,0.37
435.27,660.9025231,0.518373706,0.48
499.17,693.7808968,0.389868976,0.61
928.82,718.9309128,0.22597391,0.77
650.92,758.7658972,0.165682261,0.83
888.52,704.651023,0.206938479,0.79
1184.03,809.2853123,0.316499318,0.68
1054.54,833.2794514,0.209817123,0.79
726.79,837.7730587,0.152703062,0.85
692.85,837.7730587,0.209169458,0.79
1104.16,824.7325046,0.253067939,0.75
1154.26,809.2853123,0.298870868,0.7
874.54,761.9209469,0.128775188,0.87
706.58,737.8899155,0.044311919,0.96
668.89,718.6057452,0.074325741,0.93
734.87,718.6057452,0.022132152,0.98
1152.08,669.1736159,0.419160461,0.58
962.4,649.7763674,0.324837523,0.68
537.18,649.7763674,0.209606403,0.79
478.55,649.7763674,0.35780246,0.64
439.33,649.7763674,0.47901661,0.52
425.29,594.6201266,0.398152147,0.6
419.3,594.6201266,0.418125749,0.58
425.29,620.2264619,0.458361264,0.54
475.21,620.2264619,0.3051629,0.69
964.39,649.7763674,0.326230708,0.67
778.84,655.9768347,0.157751483,0.84
585.02,686.919731,0.174181619,0.83
954.41,716.5007965,0.249273586,0.75
1084.27,673.3311901,0.379000443,0.62
694.84,575.1540427,0.172249665,0.83
692.85,575.1540427,0.169872205,0.83
968.39,628.5715668,0.350910721,0.65
1036.27,602.0617055,0.419010774,0.58
968.39,565.9964664,0.415528386,0.58
718.65,602.0617055,0.162232373,0.84
626.96,602.0617055,0.039712732,0.96
1010.32,627.9885001,0.378426142,0.62
1114.14,572.9888865,0.485711951,0.51
948.42,556.3797323,0.413361451,0.59
710.82,543.1860741,0.235831752,0.76
660.9,562.1505945,0.149416562,0.85
585.11,525.5653121,0.101766656,0.9
744.08,515.8648361,0.306707832,0.69
692.85,466.0686584,0.327316651,0.67
483.19,474.8327523,0.017295986,0.98
483.19,473.6094463,0.019827715,0.98
497.17,471.9263367,0.050774711,0.95
525.12,471.9263367,0.10129811,0.9
487.03,464.4123472,0.046439958,0.95
519.13,514.0315595,0.009821125,0.99
682.86,569.095516,0.166600012,0.83
984.36,712.8312737,0.275842909,0.72
872.62,759.5429029,0.129583435,0.87
626.96,862.6304483,0.375893914,0.62
587.02,981.7728093,0.672469097,0.33
595.1,887.5577893,0.491443101,0.51
593.01,937.5499315,0.581001891,0.42
656.91,1025.382596,0.560917928,0.44
1044.26,937.5499315,0.10218726,0.9
960.4,870.9129549,0.093176848,0.91
932.45,945.5801407,0.014081335,0.99
700.83,879.9824122,0.255628915,0.74
652.99,786.7064719,0.204775681,0.8
670.88,721.5959926,0.075596221,0.92
633.04,627.031527,0.009491459,0.99
485.19,587.2063762,0.210260674,0.79
459.23,546.2739232,0.189543199,0.81
419.3,546.2739232,0.302823571,0.7
407.32,503.5594512,0.236274799,0.76
415.31,516.8657374,0.244529959,0.76
421.3,495.5266972,0.176184897,0.82
435.27,493.5574144,0.133910939,0.87
443.32,547.3876738,0.234746174,0.77
501.53,553.6408759,0.103903806,0.9
768.72,650.1873969,0.154194769,0.85
918.47,731.6674546,0.203384482,0.8
656.91,799.9910764,0.217809253,0.78
608.99,981.7728093,0.612132891,0.39
593.08,984.6591075,0.660246691,0.34
852,1404.380163,0.648333525,0.35
880.71,1045.689002,0.187325001,0.81
587.02,1048.444455,0.786045544,0.21
604.99,927.3389788,0.532817036,0.47
754.74,811.4034014,0.075076717,0.92
972.38,727.3838907,0.251955109,0.75
676.87,696.9568549,0.02967609,0.97
652.91,683.422536,0.046733142,0.95
614.98,639.5457499,0.039945608,0.96
565.13,614.6699017,0.087661072,0.91
545.17,592.8685592,0.087493001,0.91
467.22,592.8685592,0.268928041,0.73
413.31,592.8685592,0.434440394,0.57
423.29,565.381714,0.335684079,0.66
401.33,542.0396694,0.350608401,0.65
431.28,542.0396694,0.256816151,0.74
437.27,565.381714,0.292980799,0.71
