power,temperature,humidity,speed
912.48,0.43 ,0.18 ,0.42 
624.96,0.39 ,0.21 ,0.42 
571.05,0.30 ,0.31 ,0.42 
569.05,0.26 ,0.38 ,0.33 
559.07,0.26 ,0.44 ,0.42 
527.12,0.22 ,0.47 ,0.50 
477.28,0.22 ,0.54 ,0.50 
431.28,0.17 ,0.64 ,0.42 
397.39,0.17 ,0.64 ,0.33 
399.33,0.17 ,0.71 ,0.25 
371.38,0.13 ,0.77 ,0.33 
391.35,0.13 ,0.77 ,0.25 
405.32,0.13 ,0.77 ,0.25 
439.27,0.17 ,0.77 ,0.25 
698.84,0.26 ,0.65 ,0.33 
946.42,0.30 ,0.59 ,0.33 
614.61,0.39 ,0.49 ,0.33 
792.82,0.48 ,0.36 ,0.33 
622.96,0.48 ,0.36 ,0.42 
628.95,0.52 ,0.28 ,0.42 
581.03,0.52 ,0.24 ,0.50 
1004.33,0.57 ,0.26 ,0.42 
653.82,0.52 ,0.28 ,0.42 
649.02,0.48 ,0.32 ,0.42 
766.72,0.48 ,0.40 ,0.50 
966.48,0.39 ,0.54 ,0.50 
906.49,0.35 ,0.59 ,0.42 
670.88,0.30 ,0.65 ,0.42 
628.95,0.30 ,0.65 ,0.42 
571.05,0.30 ,0.65 ,0.33 
477.2,0.30 ,0.65 ,0.33 
453.3,0.30 ,0.65 ,0.42 
433.28,0.30 ,0.72 ,0.33 
391.35,0.30 ,0.72 ,0.33 
706.82,0.30 ,0.78 ,0.33 
656.91,0.30 ,0.78 ,0.33 
493.25,0.30 ,0.78 ,0.25 
469.22,0.30 ,0.85 ,0.25 
738.77,0.35 ,0.78 ,0.17 
942.43,0.35 ,0.78 ,0.25 
619.07,0.35 ,0.78 ,0.17 
620.97,0.39 ,0.65 ,0.17 
571.05,0.39 ,0.72 ,0.25 
962.4,0.39 ,0.72 ,0.25 
898.5,0.39 ,0.72 ,0.17 
616.97,0.39 ,0.72 ,0.17 
624.28,0.39 ,0.72 ,0.25 
684.86,0.39 ,0.78 ,0.33 
1062.23,0.39 ,0.78 ,0.33 
1072.43,0.39 ,0.72 ,0.25 
754.74,0.39 ,0.72 ,0.25 
730.78,0.39 ,0.65 ,0.17 
650.92,0.35 ,0.72 ,0.17 
937.3,0.35 ,0.72 ,0.17 
634.94,0.35 ,0.78 ,0.17 
467.22,0.35 ,0.78 ,0.25 
397.39,0.35 ,0.78 ,0.17 
393.34,0.35 ,0.78 ,0.17 
391.35,0.35 ,0.78 ,0.17 
399.33,0.30 ,0.85 ,0.17 
427.29,0.30 ,0.85 ,0.08 
421.3,0.30 ,0.92 ,0.08 
798.74,0.35 ,0.85 ,0.17 
668.89,0.39 ,0.78 ,0.17 
577.04,0.43 ,0.65 ,0.25 
655.01,0.43 ,0.65 ,0.17 
980.37,0.43 ,0.65 ,0.08 
980.37,0.43 ,0.65 ,0.08 
936.44,0.48 ,0.60 ,0.33 
658.9,0.52 ,0.55 ,0.33 
559.07,0.52 ,0.55 ,0.33 
638.94,0.48 ,0.55 ,0.33 
720.88,0.48 ,0.55 ,0.25 
720.8,0.48 ,0.50 ,0.42 
936.61,0.43 ,0.55 ,0.33 
1106.16,0.39 ,0.60 ,0.42 
846.59,0.35 ,0.72 ,0.25 
604.86,0.30 ,0.78 ,0.33 
547.09,0.30 ,0.78 ,0.33 
872.61,0.30 ,0.78 ,0.33 
589.02,0.26 ,0.85 ,0.17 
471.21,0.26 ,0.85 ,0.17 
473.21,0.26 ,0.85 ,0.17 
461.91,0.26 ,0.85 ,0.17 
485.19,0.26 ,0.85 ,0.17 
501.16,0.26 ,0.85 ,0.17 
878.54,0.30 ,0.78 ,0.33 
768.72,0.35 ,0.72 ,0.25 
541.1,0.43 ,0.60 ,0.25 
585.02,0.52 ,0.45 ,0.25 
1048.54,0.57 ,0.28 ,0.25 
954.41,0.61 ,0.29 ,0.25 
610.98,0.65 ,0.29 ,0.25 
549.08,0.61 ,0.37 ,0.42 
565.06,0.61 ,0.37 ,0.42 
1024.29,0.61 ,0.37 ,0.42 
1028.29,0.57 ,0.37 ,0.42 
644.93,0.52 ,0.41 ,0.42 
626.96,0.43 ,0.50 ,0.42 
604.99,0.39 ,0.49 ,0.42 
750.96,0.35 ,0.54 ,0.42 
926.46,0.35 ,0.40 ,0.42 
776.71,0.35 ,0.35 ,0.33 
525.12,0.30 ,0.44 ,0.25 
465.22,0.30 ,0.44 ,0.25 
453.24,0.30 ,0.49 ,0.25 
445.26,0.30 ,0.49 ,0.25 
474.56,0.26 ,0.49 ,0.25 
511.21,0.26 ,0.54 ,0.25 
495.25,0.30 ,0.54 ,0.33 
752.75,0.35 ,0.44 ,0.33 
954.41,0.35 ,0.40 ,0.33 
638.94,0.43 ,0.28 ,0.42 
678.87,0.48 ,0.24 ,0.50 
941.95,0.57 ,0.15 ,0.50 
970.57,0.57 ,0.18 ,0.50 
692.85,0.61 ,0.10 ,0.58 
601,0.61 ,0.15 ,0.50 
776.71,0.57 ,0.22 ,0.42 
892.59,0.57 ,0.22 ,0.58 
664.89,0.52 ,0.15 ,0.58 
798.67,0.48 ,0.15 ,0.42 
1076.21,0.48 ,0.15 ,0.42 
950.42,0.43 ,0.24 ,0.50 
904.49,0.39 ,0.36 ,0.50 
848.74,0.35 ,0.54 ,0.42 
712.81,0.35 ,0.54 ,0.42 
499.17,0.35 ,0.59 ,0.33 
471.21,0.35 ,0.59 ,0.42 
437.34,0.35 ,0.65 ,0.42 
483.19,0.35 ,0.65 ,0.33 
840.6,0.35 ,0.65 ,0.33 
782.7,0.35 ,0.65 ,0.33 
796.83,0.35 ,0.72 ,0.33 
840.6,0.35 ,0.78 ,0.42 
664.89,0.35 ,0.78 ,0.33 
670.88,0.39 ,0.72 ,0.33 
698.84,0.43 ,0.65 ,0.42 
927.36,0.52 ,0.55 ,0.42 
1098.17,0.52 ,0.55 ,0.50 
752.75,0.52 ,0.55 ,0.50 
587.11,0.52 ,0.60 ,0.50 
838.6,0.52 ,0.60 ,0.42 
1078.2,0.48 ,0.65 ,0.42 
1050.25,0.39 ,0.85 ,0.33 
749.77,0.35 ,0.92 ,0.33 
752.75,0.35 ,0.92 ,0.42 
992.62,0.35 ,0.92 ,0.25 
748.75,0.35 ,0.85 ,0.42 
628.95,0.35 ,0.85 ,0.25 
894.51,0.30 ,0.92 ,0.25 
533.11,0.30 ,0.92 ,0.17 
487.19,0.30 ,0.92 ,0.25 
425.29,0.30 ,0.92 ,0.25 
397.34,0.30 ,0.92 ,0.25 
407.37,0.30 ,0.92 ,0.25 
888.52,0.30 ,0.92 ,0.25 
607.05,0.30 ,1.00 ,0.17 
553.08,0.35 ,0.92 ,0.17 
597,0.39 ,0.85 ,0.25 
601,0.43 ,0.78 ,0.25 
914.48,0.48 ,0.72 ,0.25 
1054.24,0.43 ,0.78 ,0.33 
1016.31,0.43 ,0.78 ,0.42 
732.9,0.48 ,0.72 ,0.42 
