power,temperature,humidity,speed
892.51,0.80 ,0.52 ,0.42 
864.56,0.77 ,0.62 ,0.33 
890.52,0.77 ,0.67 ,0.33 
876.63,0.77 ,0.62 ,0.33 
774.71,0.74 ,0.73 ,0.25 
714.81,0.74 ,0.73 ,0.25 
688.98,0.74 ,0.73 ,0.17 
694.84,0.74 ,0.73 ,0.25 
666.01,0.74 ,0.73 ,0.17 
682.86,0.74 ,0.79 ,0.25 
702.83,0.74 ,0.73 ,0.25 
736.77,0.77 ,0.73 ,0.33 
820.63,0.77 ,0.67 ,0.33 
846.82,0.80 ,0.62 ,0.33 
852.58,0.80 ,0.62 ,0.33 
851.21,0.83 ,0.62 ,0.33 
734.45,0.86 ,0.49 ,0.42 
959.22,0.86 ,0.49 ,0.42 
860.44,0.86 ,0.52 ,0.42 
860.52,0.89 ,0.44 ,0.42 
858.57,0.86 ,0.52 ,0.42 
865.14,0.86 ,0.49 ,0.50 
892.59,0.83 ,0.62 ,0.42 
919.02,0.83 ,0.62 ,0.33 
916.47,0.83 ,0.62 ,0.42 
877.67,0.80 ,0.68 ,0.42 
880.61,0.80 ,0.68 ,0.42 
882.53,0.80 ,0.68 ,0.33 
722.8,0.80 ,0.62 ,0.33 
483.26,0.80 ,0.62 ,0.33 
417.3,0.80 ,0.62 ,0.33 
385.36,0.77 ,0.67 ,0.25 
387.35,0.77 ,0.67 ,0.33 
395.34,0.77 ,0.67 ,0.33 
732.78,0.77 ,0.67 ,0.33 
796.82,0.77 ,0.67 ,0.25 
860.57,0.77 ,0.67 ,0.33 
874.54,0.80 ,0.68 ,0.42 
864.64,0.86 ,0.57 ,0.42 
907.17,0.86 ,0.63 ,0.25 
910.48,0.86 ,0.63 ,0.25 
902.5,0.86 ,0.63 ,0.25 
950.42,0.86 ,0.57 ,0.42 
918.47,0.86 ,0.52 ,0.42 
874.71,0.83 ,0.57 ,0.42 
872.55,0.83 ,0.57 ,0.42 
852.58,0.83 ,0.52 ,0.42 
874.63,0.80 ,0.62 ,0.33 
844.59,0.80 ,0.57 ,0.33 
648.92,0.80 ,0.48 ,0.33 
581.03,0.80 ,0.57 ,0.50 
788.13,0.77 ,0.62 ,0.42 
762.73,0.77 ,0.62 ,0.42 
699.93,0.77 ,0.62 ,0.33 
433.34,0.77 ,0.62 ,0.33 
405.38,0.77 ,0.62 ,0.33 
431.68,0.77 ,0.62 ,0.33 
435.27,0.69 ,0.79 ,0.33 
583.03,0.71 ,0.73 ,0.25 
754.74,0.71 ,0.79 ,0.33 
826.62,0.71 ,0.73 ,0.33 
812.72,0.69 ,0.79 ,0.25 
814.64,0.66 ,0.79 ,0.50 
820.63,0.66 ,0.85 ,0.25 
738.77,0.66 ,0.93 ,0.42 
611.07,0.69 ,0.85 ,0.42 
638.94,0.69 ,0.79 ,0.42 
610.98,0.71 ,0.73 ,0.42 
535.11,0.71 ,0.73 ,0.33 
622.69,0.71 ,0.62 ,0.42 
846.59,0.71 ,0.62 ,0.42 
846.59,0.71 ,0.51 ,0.58 
848.2,0.66 ,0.73 ,0.17 
858.33,0.66 ,0.79 ,0.17 
842.36,0.63 ,0.93 ,0.17 
577.04,0.66 ,0.85 ,0.25 
459.23,0.66 ,0.85 ,0.25 
427.29,0.66 ,0.85 ,0.17 
367.85,0.66 ,0.85 ,0.25 
363.39,0.66 ,0.73 ,0.08 
353.41,0.66 ,0.85 ,0.17 
379.37,0.66 ,0.73 ,0.00 
387.35,0.63 ,0.85 ,0.25 
712.94,0.63 ,0.93 ,0.17 
812.6,0.63 ,0.85 ,0.25 
831.52,0.63 ,0.93 ,0.33 
550.72,0.63 ,0.93 ,0.17 
552.32,0.63 ,0.93 ,0.33 
736.77,0.63 ,0.93 ,0.33 
896.51,0.66 ,0.85 ,0.33 
882.53,0.66 ,0.85 ,0.33 
862.56,0.66 ,0.85 ,0.33 
878.54,0.66 ,0.79 ,0.33 
852.65,0.63 ,0.85 ,0.33 
818.79,0.63 ,0.85 ,0.25 
606.99,0.63 ,0.93 ,0.17 
606.99,0.63 ,0.93 ,0.17 
585.02,0.63 ,0.93 ,0.17 
597,0.63 ,0.93 ,0.17 
794.68,0.63 ,0.93 ,0.17 
743.98,0.63 ,0.93 ,0.17 
527.12,0.63 ,0.93 ,0.08 
445.33,0.63 ,0.93 ,0.17 
439.32,0.63 ,0.93 ,0.17 
425.29,0.63 ,0.93 ,0.17 
461.23,0.63 ,0.93 ,0.33 
467.22,0.63 ,0.93 ,0.25 
742.96,0.60 ,1.00 ,0.17 
818.64,0.66 ,0.93 ,0.25 
804.66,0.69 ,0.85 ,0.33 
784.69,0.74 ,0.79 ,0.42 
824.36,0.77 ,0.73 ,0.33 
854.81,0.80 ,0.68 ,0.33 
840.6,0.83 ,0.57 ,0.25 
850.58,0.83 ,0.62 ,0.25 
826.62,0.83 ,0.57 ,0.50 
854.58,0.80 ,0.62 ,0.33 
831.85,0.80 ,0.62 ,0.42 
889.1,0.77 ,0.67 ,0.42 
948.42,0.74 ,0.73 ,0.33 
942.43,0.74 ,0.73 ,0.25 
954.41,0.74 ,0.73 ,0.25 
906.66,0.74 ,0.73 ,0.25 
738.77,0.74 ,0.73 ,0.25 
483.19,0.74 ,0.73 ,0.33 
395.34,0.71 ,0.79 ,0.25 
373.38,0.71 ,0.79 ,0.17 
369.44,0.69 ,0.85 ,0.25 
375.37,0.69 ,0.93 ,0.25 
385.36,0.71 ,0.85 ,0.33 
401.33,0.69 ,0.85 ,0.25 
693.79,0.71 ,0.79 ,0.25 
754.74,0.71 ,0.85 ,0.33 
756.74,0.80 ,0.62 ,0.58 
794.68,0.80 ,0.62 ,0.50 
806.7,0.83 ,0.52 ,0.58 
559.07,0.86 ,0.49 ,0.50 
533.41,0.86 ,0.44 ,0.75 
541.39,0.89 ,0.40 ,0.58 
806.63,0.86 ,0.44 ,0.67 
822.63,0.86 ,0.44 ,0.75 
854.58,0.83 ,0.44 ,0.58 
925.85,0.80 ,0.57 ,0.58 
919.37,0.77 ,0.57 ,0.67 
935.26,0.77 ,0.62 ,0.58 
906.67,0.77 ,0.62 ,0.58 
906.49,0.77 ,0.62 ,0.42 
627.14,0.77 ,0.62 ,0.50 
458.58,0.74 ,0.67 ,0.50 
397.39,0.74 ,0.73 ,0.42 
363.39,0.74 ,0.73 ,0.42 
355.41,0.74 ,0.67 ,0.67 
363.45,0.74 ,0.73 ,0.50 
395.34,0.74 ,0.62 ,0.58 
433.28,0.74 ,0.73 ,0.50 
720.8,0.71 ,0.79 ,0.58 
766.72,0.71 ,0.85 ,0.67 
804.73,0.71 ,0.85 ,0.67 
650.92,0.74 ,0.73 ,0.67 
565.06,0.77 ,0.67 ,0.75 
523.13,0.77 ,0.73 ,0.67 
517.09,0.74 ,0.85 ,0.67 
501.16,0.74 ,0.85 ,0.58 
487.19,0.77 ,0.79 ,0.58 
463.23,0.77 ,0.79 ,0.67 
509.23,0.77 ,0.79 ,0.58 
632.95,0.74 ,0.93 ,0.58 
1072.21,0.74 ,0.93 ,0.67 
950.42,0.74 ,0.93 ,0.50 
595.01,0.77 ,0.87 ,0.58 
589.11,0.77 ,0.87 ,0.50 
555.07,0.77 ,0.87 ,0.50 
452.34,0.77 ,0.87 ,0.58 
391.35,0.77 ,0.93 ,0.50 
363.44,0.74 ,1.00 ,0.67 
367.39,0.77 ,0.93 ,0.58 
375.37,0.77 ,0.93 ,0.67 
386.29,0.77 ,0.93 ,0.75 
409.41,0.77 ,0.93 ,0.67 
551.48,0.77 ,0.93 ,0.75 
669,0.77 ,1.00 ,0.83 
828.69,0.77 ,0.93 ,0.75 
535.11,0.80 ,0.87 ,0.67 
850.58,0.77 ,0.93 ,0.42 
1046.26,0.77 ,1.00 ,0.42 
1076.21,0.77 ,1.00 ,0.42 
826.62,0.80 ,0.93 ,0.50 
577.04,0.77 ,0.93 ,0.50 
589.02,0.77 ,0.93 ,0.42 
1040.27,0.77 ,0.93 ,0.42 
984.36,0.77 ,0.93 ,0.42 
619.05,0.77 ,0.93 ,0.50 
602.22,0.77 ,0.93 ,0.50 
557.07,0.77 ,0.93 ,0.50 
1030.28,0.74 ,1.00 ,0.58 
984.36,0.74 ,0.93 ,0.50 
854.58,0.74 ,0.93 ,0.58 
666.89,0.74 ,0.93 ,0.58 
451.25,0.74 ,0.93 ,0.42 
447.25,0.71 ,1.00 ,0.50 
439.39,0.71 ,1.00 ,0.50 
471.21,0.71 ,0.93 ,0.50 
469.22,0.71 ,0.93 ,0.50 
876.54,0.71 ,0.93 ,0.42 
948.71,0.71 ,1.00 ,0.33 
830.17,0.71 ,1.00 ,0.42 
563.67,0.74 ,0.85 ,0.58 
713.81,0.77 ,0.79 ,0.50 
833.61,0.83 ,0.73 ,0.42 
841.6,0.77 ,0.79 ,0.50 
867.41,0.77 ,0.87 ,0.42 
858.57,0.83 ,0.68 ,0.42 
864.56,0.80 ,0.73 ,0.25 
908.49,0.83 ,0.68 ,0.33 
832.61,0.80 ,0.68 ,0.33 
842.6,0.77 ,0.67 ,0.33 
830.62,0.74 ,0.73 ,0.33 
838.68,0.74 ,0.73 ,0.33 
860.57,0.74 ,0.73 ,0.25 
666.89,0.71 ,0.79 ,0.25 
491.25,0.71 ,0.79 ,0.17 
413.31,0.71 ,0.73 ,0.08 
368.21,0.69 ,0.79 ,0.08 
361.4,0.66 ,0.85 ,0.08 
353.41,0.66 ,0.85 ,0.08 
381.36,0.66 ,0.85 ,0.17 
407.84,0.63 ,0.93 ,0.00 
686.86,0.63 ,1.00 ,0.08 
786.69,0.69 ,0.93 ,0.17 
818.64,0.77 ,0.79 ,0.17 
822.63,0.80 ,0.68 ,0.33 
838.16,0.83 ,0.48 ,0.25 
838.16,0.86 ,0.44 ,0.25 
844.59,0.86 ,0.40 ,0.25 
834.61,0.89 ,0.44 ,0.17 
856.09,0.89 ,0.44 ,0.17 
801.81,0.89 ,0.37 ,0.33 
815.88,0.86 ,0.44 ,0.33 
858.75,0.83 ,0.52 ,0.33 
885.66,0.83 ,0.52 ,0.33 
902.89,0.80 ,0.62 ,0.33 
854.58,0.80 ,0.62 ,0.17 
836.61,0.77 ,0.67 ,0.25 
557.15,0.77 ,0.67 ,0.25 
519.13,0.74 ,0.79 ,0.25 
710.82,0.74 ,0.79 ,0.17 
507.15,0.71 ,0.85 ,0.17 
423.29,0.71 ,0.85 ,0.08 
435.34,0.71 ,0.85 ,0.17 
437.27,0.71 ,0.85 ,0.17 
525.12,0.71 ,0.85 ,0.17 
748.75,0.71 ,0.85 ,0.25 
824.7,0.74 ,0.79 ,0.17 
837.61,0.77 ,0.73 ,0.33 
868.55,0.83 ,0.62 ,0.33 
876.71,0.83 ,0.57 ,0.33 
890.52,0.83 ,0.57 ,0.33 
864.56,0.86 ,0.52 ,0.33 
882.53,0.89 ,0.49 ,0.33 
854.58,0.89 ,0.44 ,0.25 
1058.24,0.89 ,0.44 ,0.42 
952.41,0.86 ,0.52 ,0.50 
884.48,0.83 ,0.62 ,0.42 
902.5,0.80 ,0.68 ,0.42 
914.48,0.77 ,0.73 ,0.42 
944.43,0.77 ,0.73 ,0.42 
920.64,0.74 ,0.79 ,0.33 
854.58,0.74 ,0.79 ,0.25 
618.97,0.74 ,0.79 ,0.25 
469.22,0.74 ,0.79 ,0.33 
393.49,0.74 ,0.79 ,0.25 
383.82,0.74 ,0.85 ,0.25 
383.36,0.74 ,0.85 ,0.25 
389.35,0.74 ,0.79 ,0.25 
419.3,0.74 ,0.79 ,0.33 
754.74,0.74 ,0.79 ,0.25 
810.8,0.77 ,0.79 ,0.25 
824.63,0.77 ,0.87 ,0.33 
872.62,0.83 ,0.73 ,0.33 
850.58,0.86 ,0.68 ,0.33 
840.6,0.89 ,0.63 ,0.33 
820.63,0.91 ,0.59 ,0.25 
762.08,0.91 ,0.54 ,0.33 
771.77,0.91 ,0.59 ,0.25 
799.98,0.94 ,0.49 ,0.33 
773.08,0.91 ,0.54 ,0.33 
793.68,0.89 ,0.59 ,0.42 
838.24,0.83 ,0.68 ,0.50 
807.89,0.80 ,0.73 ,0.50 
815.88,0.80 ,0.73 ,0.42 
810.83,0.80 ,0.73 ,0.33 
793.6,0.77 ,0.79 ,0.33 
744.42,0.77 ,0.79 ,0.42 
569.14,0.77 ,0.79 ,0.33 
428.86,0.74 ,0.85 ,0.33 
430.48,0.74 ,0.85 ,0.42 
416.18,0.74 ,0.85 ,0.33 
438.41,0.74 ,0.79 ,0.33 
506.93,0.74 ,0.79 ,0.33 
711.22,0.74 ,0.85 ,0.33 
754.09,0.77 ,0.79 ,0.33 
796.97,0.80 ,0.73 ,0.42 
814.64,0.83 ,0.68 ,0.42 
814.71,0.86 ,0.63 ,0.42 
846.75,0.91 ,0.54 ,0.50 
840.6,0.91 ,0.54 ,0.50 
835.12,0.91 ,0.54 ,0.50 
826.62,0.94 ,0.45 ,0.42 
858.57,0.94 ,0.40 ,0.50 
