power,temperature,humidity,speed
764.73,0.72 ,0.80 ,0.31 
764.73,0.72 ,0.80 ,0.31 
772.71,0.72 ,0.80 ,0.31 
714.95,0.72 ,0.80 ,0.31 
722.85,0.72 ,0.80 ,0.38 
756.74,0.69 ,0.87 ,0.31 
762.73,0.72 ,0.80 ,0.31 
798.67,0.74 ,0.75 ,0.31 
826.62,0.77 ,0.70 ,0.31 
854.58,0.82 ,0.66 ,0.23 
895.37,0.85 ,0.61 ,0.23 
902.5,0.87 ,0.48 ,0.23 
954.41,0.90 ,0.48 ,0.31 
1093.81,0.90 ,0.56 ,0.38 
946.42,0.90 ,0.56 ,0.46 
876.54,0.87 ,0.61 ,0.38 
874.54,0.85 ,0.66 ,0.54 
992.35,0.85 ,0.66 ,0.38 
1140.33,0.79 ,0.76 ,0.38 
954.49,0.79 ,0.76 ,0.31 
932.45,0.79 ,0.76 ,0.31 
922.46,0.77 ,0.82 ,0.38 
862.56,0.77 ,0.82 ,0.31 
782.7,0.77 ,0.82 ,0.31 
756.74,0.77 ,0.82 ,0.31 
726.79,0.77 ,0.82 ,0.23 
457.24,0.77 ,0.82 ,0.31 
649.04,0.74 ,0.87 ,0.23 
744.82,0.74 ,0.87 ,0.15 
778.7,0.74 ,0.87 ,0.23 
790.68,0.74 ,0.87 ,0.23 
844.59,0.77 ,0.82 ,0.15 
852.58,0.79 ,0.76 ,0.23 
900.5,0.82 ,0.70 ,0.15 
1126.12,0.82 ,0.66 ,0.15 
1136.34,0.85 ,0.66 ,0.23 
1108.15,0.87 ,0.56 ,0.23 
1100.17,0.87 ,0.56 ,0.23 
1070.3,0.87 ,0.56 ,0.38 
1070.22,0.90 ,0.53 ,0.23 
1086.12,0.87 ,0.56 ,0.31 
1116.14,0.87 ,0.56 ,0.38 
1108.37,0.85 ,0.56 ,0.38 
976.37,0.82 ,0.61 ,0.46 
933.66,0.77 ,0.76 ,0.38 
900.5,0.77 ,0.76 ,0.31 
840.6,0.77 ,0.76 ,0.23 
796.67,0.74 ,0.80 ,0.31 
768.72,0.74 ,0.80 ,0.15 
740.77,0.74 ,0.87 ,0.15 
734.78,0.74 ,0.87 ,0.23 
712.95,0.74 ,0.87 ,0.15 
750.75,0.74 ,0.87 ,0.08 
780.77,0.74 ,0.87 ,0.15 
778.7,0.74 ,0.87 ,0.15 
834.61,0.77 ,0.82 ,0.15 
876.54,0.79 ,0.76 ,0.15 
880.53,0.85 ,0.66 ,0.23 
920.47,0.82 ,0.70 ,0.23 
1207.99,0.82 ,0.66 ,0.23 
1164.06,0.82 ,0.66 ,0.15 
1140.33,0.87 ,0.61 ,0.15 
1124.21,0.85 ,0.66 ,0.23 
1100.17,0.82 ,0.70 ,0.23 
1126.12,0.82 ,0.76 ,0.31 
1176.04,0.82 ,0.76 ,0.31 
1150.08,0.82 ,0.76 ,0.31 
1120.13,0.79 ,0.82 ,0.31 
1008.32,0.79 ,0.82 ,0.31 
978.37,0.77 ,0.82 ,0.31 
928.62,0.77 ,0.82 ,0.23 
868.8,0.77 ,0.87 ,0.23 
798.67,0.77 ,0.87 ,0.23 
752.75,0.77 ,0.87 ,0.23 
757.03,0.77 ,0.87 ,0.23 
748.75,0.77 ,0.87 ,0.15 
760.88,0.77 ,0.87 ,0.23 
782.76,0.74 ,0.93 ,0.15 
820.63,0.74 ,0.93 ,0.15 
878.54,0.77 ,0.87 ,0.15 
918.47,0.77 ,0.87 ,0.15 
950.42,0.79 ,0.82 ,0.23 
1040.27,0.77 ,0.93 ,0.23 
1217.97,0.77 ,0.93 ,0.15 
1200,0.82 ,0.82 ,0.08 
1194.26,0.87 ,0.66 ,0.08 
1096.17,0.90 ,0.61 ,0.15 
1212.07,0.87 ,0.71 ,0.15 
1203.99,0.85 ,0.76 ,0.31 
1233.94,0.77 ,0.93 ,0.15 
1223.96,0.79 ,0.87 ,0.31 
1215.97,0.79 ,0.87 ,0.31 
1233.94,0.79 ,0.87 ,0.23 
1219.97,0.79 ,0.87 ,0.23 
1102.16,0.79 ,0.87 ,0.15 
1040.48,0.79 ,0.87 ,0.31 
768.79,0.77 ,0.93 ,0.15 
788.69,0.77 ,0.87 ,0.15 
776.71,0.77 ,0.93 ,0.23 
760.73,0.77 ,0.87 ,0.23 
