power,temperature,humidity,speed,,
742.76 ,0.75 ,0.82 ,0.42 ,,
972.38 ,0.75 ,0.82 ,0.42 ,,
1031.52 ,0.75 ,0.76 ,0.42 ,,
996.34 ,0.78 ,0.76 ,0.50 ,,
964.66 ,0.80 ,0.66 ,0.58 ,,
1010.32 ,0.80 ,0.66 ,0.50 ,,
1032.28 ,0.83 ,0.56 ,0.50 ,,
1014.14 ,0.85 ,0.52 ,0.58 ,,
1010.32 ,0.85 ,0.48 ,0.58 ,,
1012.31 ,0.85 ,0.45 ,0.58 ,,
956.60 ,0.85 ,0.41 ,0.58 ,,
914.48 ,0.85 ,0.45 ,0.50 ,,
966.39 ,0.80 ,0.56 ,0.58 ,,
1006.40 ,0.78 ,0.66 ,0.42 ,,
986.36 ,0.78 ,0.66 ,0.58 ,,
970.38 ,0.75 ,0.70 ,0.50 ,,
988.35 ,0.75 ,0.70 ,0.50 ,,
930.45 ,0.75 ,0.70 ,0.42 ,,
846.59 ,0.75 ,0.76 ,0.33 ,,
782.85 ,0.73 ,0.80 ,0.33 ,,
772.71 ,0.73 ,0.80 ,0.33 ,,
748.75 ,0.73 ,0.80 ,0.33 ,,
778.76 ,0.73 ,0.80 ,0.33 ,,
776.71 ,0.73 ,0.80 ,0.25 ,,
824.63 ,0.73 ,0.80 ,0.42 ,,
898.50 ,0.73 ,0.80 ,0.33 ,,
930.45 ,0.73 ,0.80 ,0.33 ,,
970.38 ,0.75 ,0.76 ,0.42 ,,
1010.53 ,0.80 ,0.61 ,0.42 ,,
1038.27 ,0.83 ,0.52 ,0.42 ,,
1090.26 ,0.83 ,0.52 ,0.42 ,,
1084.19 ,0.88 ,0.48 ,0.33 ,,
1069.77 ,0.85 ,0.45 ,0.25 ,,
1046.26 ,0.90 ,0.38 ,0.25 ,,
1014.31 ,0.88 ,0.45 ,0.33 ,,
1026.29 ,0.85 ,0.48 ,0.42 ,,
1098.26 ,0.83 ,0.52 ,0.33 ,,
1069.42 ,0.80 ,0.56 ,0.33 ,,
1058.24 ,0.78 ,0.66 ,0.25 ,,
1036.27 ,0.70 ,0.87 ,0.42 ,,
1008.32 ,0.70 ,0.87 ,0.50 ,,
1024.29 ,0.70 ,0.87 ,0.42 ,,
954.41 ,0.68 ,0.93 ,0.50 ,,
866.72 ,0.68 ,0.87 ,0.50 ,,
860.64 ,0.65 ,0.93 ,0.50 ,,
804.66 ,0.65 ,0.86 ,0.50 ,,
820.63 ,0.65 ,0.86 ,0.58 ,,
806.66 ,0.63 ,0.93 ,0.58 ,,
840.60 ,0.60 ,0.86 ,0.67 ,,
842.60 ,0.58 ,0.86 ,0.58 ,,
898.50 ,0.58 ,0.86 ,0.75 ,,
886.52 ,0.60 ,0.75 ,0.58 ,,
716.94 ,0.63 ,0.69 ,0.75 ,,
604.99 ,0.63 ,0.64 ,0.67 ,,
581.11 ,0.65 ,0.64 ,0.75 ,,
844.59 ,0.68 ,0.43 ,0.75 ,,
942.43 ,0.70 ,0.43 ,0.83 ,,
585.02 ,0.70 ,0.47 ,0.75 ,,
559.07 ,0.68 ,0.46 ,0.75 ,,
872.55 ,0.65 ,0.46 ,0.75 ,,
852.58 ,0.63 ,0.46 ,0.75 ,,
650.92 ,0.60 ,0.46 ,0.67 ,,
697.03 ,0.60 ,0.46 ,0.50 ,,
759.13 ,0.60 ,0.46 ,0.50 ,,
1024.29 ,0.60 ,0.46 ,0.50 ,,
884.53 ,0.58 ,0.54 ,0.50 ,,
792.68 ,0.58 ,0.49 ,0.50 ,,
509.15 ,0.58 ,0.49 ,0.42 ,,
513.48 ,0.58 ,0.54 ,0.42 ,,
393.34 ,0.55 ,0.54 ,0.42 ,,
373.38 ,0.55 ,0.59 ,0.42 ,,
403.33 ,0.55 ,0.59 ,0.33 ,,
505.16 ,0.53 ,0.59 ,0.33 ,,
876.54 ,0.53 ,0.59 ,0.33 ,,
874.54 ,0.55 ,0.59 ,0.25 ,,
896.51 ,0.60 ,0.46 ,0.42 ,,
856.74 ,0.63 ,0.43 ,0.42 ,,
878.54 ,0.65 ,0.46 ,0.42 ,,
866.63 ,0.68 ,0.39 ,0.42 ,,
862.56 ,0.70 ,0.43 ,0.33 ,,
710.82 ,0.68 ,0.39 ,0.50 ,,
573.04 ,0.70 ,0.32 ,0.50 ,,
780.70 ,0.68 ,0.36 ,0.50 ,,
940.43 ,0.65 ,0.39 ,0.42 ,,
980.37 ,0.65 ,0.36 ,0.42 ,,
988.55 ,0.65 ,0.32 ,0.33 ,,
994.34 ,0.63 ,0.43 ,0.42 ,,
988.44 ,0.63 ,0.43 ,0.33 ,,
970.38 ,0.58 ,0.49 ,0.25 ,,
862.56 ,0.58 ,0.49 ,0.17 ,,
529.12 ,0.58 ,0.54 ,0.17 ,,
525.12 ,0.55 ,0.59 ,0.17 ,,
469.22 ,0.55 ,0.63 ,0.17 ,,
441.26 ,0.53 ,0.69 ,0.17 ,,
459.97 ,0.53 ,0.69 ,0.17 ,,
449.25 ,0.53 ,0.69 ,0.08 ,,
495.17 ,0.55 ,0.63 ,0.08 ,,
868.55 ,0.53 ,0.69 ,0.08 ,,
812.39 ,0.58 ,0.69 ,0.17 ,,
830.62 ,0.63 ,0.51 ,0.08 ,,
854.73 ,0.68 ,0.39 ,0.33 ,,
878.54 ,0.70 ,0.30 ,0.42 ,,
890.59 ,0.73 ,0.26 ,0.33 ,,
696.84 ,0.70 ,0.30 ,0.33 ,,
884.53 ,0.70 ,0.30 ,0.33 ,,
577.04 ,0.70 ,0.36 ,0.33 ,,
794.68 ,0.70 ,0.36 ,0.50 ,,
916.47 ,0.70 ,0.36 ,0.33 ,,
866.56 ,0.68 ,0.36 ,0.50 ,,
840.76 ,0.65 ,0.39 ,0.42 ,,
575.04 ,0.65 ,0.43 ,0.42 ,,
565.13 ,0.65 ,0.39 ,0.42 ,,
577.04 ,0.65 ,0.43 ,0.25 ,,
561.06 ,0.65 ,0.46 ,0.33 ,,
776.71 ,0.63 ,0.54 ,0.25 ,,
620.97 ,0.63 ,0.59 ,0.25 ,,
431.28 ,0.63 ,0.64 ,0.25 ,,
425.29 ,0.63 ,0.64 ,0.25 ,,
425.35 ,0.63 ,0.69 ,0.17 ,,
441.32 ,0.63 ,0.69 ,0.17 ,,
555.07 ,0.65 ,0.60 ,0.25 ,,
874.54 ,0.65 ,0.64 ,0.17 ,,
838.60 ,0.65 ,0.64 ,0.17 ,,
567.05 ,0.68 ,0.64 ,0.17 ,,
554.00 ,0.70 ,0.64 ,0.25 ,,
545.16 ,0.68 ,0.64 ,0.33 ,,
944.62 ,0.70 ,0.55 ,0.25 ,,
902.50 ,0.70 ,0.55 ,0.25 ,,
868.55 ,0.70 ,0.51 ,0.33 ,,
878.48 ,0.65 ,0.60 ,0.42 ,,
882.53 ,0.65 ,0.64 ,0.33 ,,
902.50 ,0.65 ,0.69 ,0.33 ,,
1002.52 ,0.63 ,0.75 ,0.33 ,,
710.82 ,0.60 ,0.80 ,0.33 ,,
668.96 ,0.60 ,0.80 ,0.33 ,,
634.94 ,0.60 ,0.75 ,0.25 ,,
616.97 ,0.60 ,0.75 ,0.25 ,,
537.10 ,0.58 ,0.80 ,0.42 ,,
744.76 ,0.58 ,0.80 ,0.25 ,,
646.92 ,0.58 ,0.75 ,0.17 ,,
451.30 ,0.58 ,0.80 ,0.25 ,,
504.22 ,0.58 ,0.80 ,0.25 ,,
467.22 ,0.58 ,0.80 ,0.25 ,,
421.30 ,0.58 ,0.80 ,0.25 ,,
828.79 ,0.58 ,0.80 ,0.33 ,,
760.73 ,0.58 ,0.80 ,0.33 ,,
732.06 ,0.58 ,0.80 ,0.33 ,,
513.14 ,0.60 ,0.75 ,0.25 ,,
535.11 ,0.63 ,0.69 ,0.33 ,,
778.70 ,0.65 ,0.64 ,0.33 ,,
904.49 ,0.65 ,0.64 ,0.25 ,,
888.69 ,0.70 ,0.55 ,0.33 ,,
764.73 ,0.68 ,0.55 ,0.33 ,,
539.10 ,0.68 ,0.55 ,0.33 ,,
718.87 ,0.73 ,0.47 ,0.33 ,,
827.23 ,0.70 ,0.47 ,0.33 ,,
792.68 ,0.68 ,0.51 ,0.33 ,,
768.72 ,0.65 ,0.60 ,0.25 ,,
776.71 ,0.65 ,0.64 ,0.33 ,,
726.79 ,0.63 ,0.69 ,0.33 ,,
750.96 ,0.60 ,0.80 ,0.25 ,,
712.81 ,0.60 ,0.80 ,0.25 ,,
650.92 ,0.58 ,0.86 ,0.25 ,,
599.00 ,0.58 ,0.80 ,0.25 ,,
561.06 ,0.58 ,0.80 ,0.17 ,,
555.07 ,0.55 ,0.86 ,0.17 ,,
561.06 ,0.58 ,0.86 ,0.25 ,,
571.05 ,0.58 ,0.86 ,0.33 ,,
591.07 ,0.55 ,0.86 ,0.25 ,,
624.96 ,0.55 ,0.93 ,0.25 ,,
728.92 ,0.60 ,0.80 ,0.25 ,,
790.68 ,0.63 ,0.75 ,0.33 ,,
816.64 ,0.70 ,0.60 ,0.50 ,,
824.63 ,0.70 ,0.60 ,0.42 ,,
842.60 ,0.73 ,0.55 ,0.50 ,,
828.62 ,0.73 ,0.51 ,0.50 ,,
790.68 ,0.75 ,0.47 ,0.42 ,,
500.34 ,0.75 ,0.47 ,0.58 ,,
577.04 ,0.75 ,0.40 ,0.42 ,,
734.78 ,0.73 ,0.47 ,0.58 ,,
876.54 ,0.70 ,0.51 ,0.50 ,,
790.68 ,0.68 ,0.51 ,0.50 ,,
780.70 ,0.65 ,0.60 ,0.42 ,,
770.72 ,0.65 ,0.60 ,0.42 ,,
762.73 ,0.63 ,0.64 ,0.33 ,,
702.96 ,0.63 ,0.64 ,0.42 ,,
441.41 ,0.58 ,0.75 ,0.33 ,,
387.35 ,0.60 ,0.69 ,0.33 ,,
403.33 ,0.58 ,0.75 ,0.25 ,,
387.35 ,0.55 ,0.80 ,0.25 ,,
411.31 ,0.55 ,0.80 ,0.25 ,,
403.38 ,0.55 ,0.80 ,0.17 ,,
419.30 ,0.55 ,0.80 ,0.17 ,,
840.60 ,0.55 ,0.80 ,0.17 ,,
758.89 ,0.60 ,0.80 ,0.17 ,,
818.64 ,0.65 ,0.69 ,0.25 ,,
812.65 ,0.70 ,0.55 ,0.25 ,,
610.98 ,0.68 ,0.55 ,0.33 ,,
606.99 ,0.73 ,0.44 ,0.25 ,,
878.54 ,0.70 ,0.51 ,0.33 ,,
808.72 ,0.75 ,0.40 ,0.25 ,,
622.96 ,0.75 ,0.40 ,0.17 ,,
537.10 ,0.70 ,0.43 ,0.25 ,,
960.59 ,0.73 ,0.36 ,0.33 ,,
914.48 ,0.73 ,0.36 ,0.33 ,,
922.46 ,0.68 ,0.43 ,0.25 ,,
908.49 ,0.68 ,0.60 ,0.25 ,,
903.60 ,0.65 ,0.64 ,0.33 ,,
882.61 ,0.65 ,0.64 ,0.17 ,,
822.63 ,0.63 ,0.64 ,0.08 ,,
651.03 ,0.60 ,0.69 ,0.17 ,,
427.29 ,0.58 ,0.80 ,0.17 ,,
377.37 ,0.58 ,0.80 ,0.25 ,,
379.37 ,0.58 ,0.80 ,0.25 ,,
385.36 ,0.58 ,0.80 ,0.25 ,,
405.32 ,0.55 ,0.80 ,0.25 ,,
740.28 ,0.55 ,0.80 ,0.33 ,,
784.69 ,0.55 ,0.86 ,0.33 ,,
780.70 ,0.58 ,0.80 ,0.33 ,,
782.85 ,0.63 ,0.75 ,0.42 ,,
828.62 ,0.65 ,0.64 ,0.50 ,,
856.57 ,0.68 ,0.60 ,0.50 ,,
872.62 ,0.70 ,0.51 ,0.58 ,,
854.58 ,0.70 ,0.55 ,0.67 ,,
826.62 ,0.73 ,0.51 ,0.58 ,,
870.55 ,0.73 ,0.51 ,0.67 ,,
916.47 ,0.63 ,0.80 ,0.67 ,,
878.54 ,0.63 ,0.64 ,0.75 ,,
888.52 ,0.63 ,0.51 ,0.83 ,,
900.50 ,0.60 ,0.46 ,0.83 ,,
890.76 ,0.58 ,0.54 ,0.67 ,,
882.53 ,0.58 ,0.54 ,0.67 ,,
796.67 ,0.55 ,0.59 ,0.42 ,,
738.77 ,0.55 ,0.59 ,0.42 ,,
495.17 ,0.55 ,0.54 ,0.42 ,,
431.28 ,0.50 ,0.57 ,0.25 ,,
389.35 ,0.48 ,0.68 ,0.25 ,,
393.34 ,0.50 ,0.63 ,0.25 ,,
400.80 ,0.48 ,0.68 ,0.25 ,,
411.31 ,0.48 ,0.68 ,0.33 ,,
604.99 ,0.48 ,0.68 ,0.25 ,,
768.72 ,0.48 ,0.68 ,0.33 ,,
728.79 ,0.53 ,0.63 ,0.25 ,,
519.13 ,0.58 ,0.54 ,0.42 ,,
501.16 ,0.63 ,0.38 ,0.67 ,,
555.07 ,0.65 ,0.39 ,0.58 ,,
778.70 ,0.63 ,0.46 ,0.42 ,,
808.54 ,0.68 ,0.32 ,0.50 ,,
525.12 ,0.68 ,0.36 ,0.58 ,,
501.16 ,0.65 ,0.39 ,0.50 ,,
509.15 ,0.68 ,0.36 ,0.50 ,,
565.06 ,0.65 ,0.36 ,0.50 ,,
946.42 ,0.65 ,0.36 ,0.42 ,,
836.67 ,0.63 ,0.38 ,0.50 ,,
840.60 ,0.60 ,0.41 ,0.33 ,,
808.65 ,0.60 ,0.41 ,0.42 ,,
790.68 ,0.58 ,0.49 ,0.33 ,,
738.77 ,0.55 ,0.54 ,0.25 ,,
601.11 ,0.53 ,0.63 ,0.25 ,,
427.29 ,0.50 ,0.68 ,0.25 ,,
415.31 ,0.50 ,0.68 ,0.17 ,,
333.44 ,0.50 ,0.74 ,0.25 ,,
325.51 ,0.50 ,0.68 ,0.17 ,,
347.42 ,0.48 ,0.79 ,0.17 ,,
347.42 ,0.48 ,0.74 ,0.00 ,,
696.84 ,0.48 ,0.79 ,0.17 ,,
740.77 ,0.53 ,0.74 ,0.17 ,,
459.23 ,0.60 ,0.63 ,0.25 ,,
495.55 ,0.63 ,0.51 ,0.50 ,,
511.15 ,0.68 ,0.39 ,0.50 ,,
680.93 ,0.68 ,0.43 ,0.42 ,,
838.60 ,0.68 ,0.43 ,0.42 ,,
772.71 ,0.70 ,0.39 ,0.33 ,,
748.75 ,0.70 ,0.32 ,0.42 ,,
646.92 ,0.70 ,0.32 ,0.50 ,,
499.24 ,0.68 ,0.39 ,0.42 ,,
523.13 ,0.65 ,0.43 ,0.50 ,,
559.07 ,0.63 ,0.51 ,0.42 ,,
848.32 ,0.63 ,0.51 ,0.33 ,,
599.00 ,0.60 ,0.54 ,0.33 ,,
503.16 ,0.60 ,0.54 ,0.42 ,,
531.11 ,0.60 ,0.54 ,0.25 ,,
722.80 ,0.58 ,0.63 ,0.25 ,,
435.32 ,0.58 ,0.63 ,0.25 ,,
377.37 ,0.53 ,0.74 ,0.25 ,,
369.44 ,0.50 ,0.79 ,0.17 ,,
403.33 ,0.53 ,0.74 ,0.25 ,,
385.36 ,0.50 ,0.79 ,0.17 ,,
664.89 ,0.50 ,0.86 ,0.25 ,,
722.80 ,0.50 ,0.86 ,0.17 ,,
700.83 ,0.55 ,0.86 ,0.17 ,,
479.26 ,0.63 ,0.69 ,0.33 ,,
511.15 ,0.68 ,0.60 ,0.50 ,,
732.78 ,0.68 ,0.64 ,0.50 ,,
889.93 ,0.70 ,0.60 ,0.50 ,,
641.87 ,0.70 ,0.55 ,0.50 ,,
515.14 ,0.70 ,0.60 ,0.58 ,,
559.07 ,0.70 ,0.60 ,0.67 ,,
555.07 ,0.68 ,0.64 ,0.50 ,,
914.59 ,0.68 ,0.64 ,0.67 ,,
932.45 ,0.65 ,0.64 ,0.50 ,,
888.52 ,0.65 ,0.64 ,0.58 ,,
898.50 ,0.65 ,0.64 ,0.58 ,,
858.74 ,0.63 ,0.69 ,0.50 ,,
577.04 ,0.63 ,0.75 ,0.50 ,,
497.17 ,0.63 ,0.75 ,0.42 ,,
437.33 ,0.63 ,0.80 ,0.42 ,,
401.33 ,0.63 ,0.80 ,0.42 ,,
630.09 ,0.63 ,0.86 ,0.42 ,,
654.91 ,0.63 ,0.86 ,0.42 ,,
367.39 ,0.63 ,0.86 ,0.50 ,,
375.37 ,0.65 ,0.86 ,0.42 ,,
403.44 ,0.65 ,0.86 ,0.33 ,,
630.95 ,0.65 ,0.86 ,0.50 ,,
816.64 ,0.65 ,0.86 ,0.50 ,,
597.00 ,0.65 ,0.86 ,0.50 ,,
425.29 ,0.65 ,0.86 ,0.58 ,,
483.19 ,0.65 ,0.86 ,0.67 ,,
479.20 ,0.65 ,0.93 ,0.50 ,,
483.19 ,0.65 ,0.93 ,0.50 ,,
499.24 ,0.68 ,0.87 ,0.42 ,,
467.22 ,0.68 ,0.87 ,0.58 ,,
920.47 ,0.68 ,0.87 ,0.50 ,,
950.61 ,0.70 ,0.80 ,0.58 ,,
728.79 ,0.70 ,0.80 ,0.58 ,,
646.92 ,0.70 ,0.80 ,0.58 ,,
599.00 ,0.70 ,0.80 ,0.58 ,,
587.02 ,0.70 ,0.80 ,0.50 ,,
642.93 ,0.70 ,0.80 ,0.58 ,,
895.36 ,0.70 ,0.80 ,0.75 ,,
616.97 ,0.70 ,0.80 ,0.58 ,,
447.33 ,0.70 ,0.80 ,0.67 ,,
790.68 ,0.68 ,0.87 ,0.50 ,,
469.22 ,0.68 ,0.87 ,0.50 ,,
387.35 ,0.68 ,0.87 ,0.50 ,,
397.34 ,0.68 ,0.87 ,0.58 ,,
529.12 ,0.68 ,0.87 ,0.50 ,,
824.68 ,0.68 ,0.87 ,0.50 ,,
830.62 ,0.70 ,0.80 ,0.42 ,,
556.11 ,0.70 ,0.87 ,0.67 ,,
515.14 ,0.70 ,0.87 ,0.50 ,,
682.97 ,0.68 ,0.93 ,0.58 ,,
952.41 ,0.70 ,0.80 ,0.58 ,,
930.52 ,0.70 ,0.87 ,0.50 ,,
874.54 ,0.68 ,0.93 ,0.50 ,,
595.01 ,0.68 ,0.87 ,0.50 ,,
533.11 ,0.68 ,0.87 ,0.67 ,,
513.14 ,0.68 ,0.87 ,0.58 ,,
910.48 ,0.68 ,0.87 ,0.58 ,,
1004.33 ,0.68 ,0.87 ,0.50 ,,
896.51 ,0.65 ,0.86 ,0.67 ,,
631.02 ,0.63 ,0.93 ,0.75 ,,
630.95 ,0.65 ,0.93 ,0.42 ,,
627.06 ,0.63 ,0.93 ,0.67 ,,
792.68 ,0.63 ,0.93 ,0.50 ,,
415.31 ,0.63 ,0.93 ,0.33 ,,
347.42 ,0.65 ,0.93 ,0.33 ,,
353.41 ,0.63 ,0.93 ,0.50 ,,
355.41 ,0.63 ,0.93 ,0.58 ,,
341.43 ,0.60 ,0.93 ,0.67 ,,
356.28 ,0.60 ,0.93 ,0.58 ,,
722.94 ,0.60 ,0.93 ,0.67 ,,
668.89 ,0.60 ,0.93 ,0.83 ,,
489.18 ,0.60 ,0.93 ,0.83 ,,
548.15 ,0.60 ,0.93 ,0.75 ,,
610.98 ,0.60 ,0.93 ,0.67 ,,
606.99 ,0.60 ,0.86 ,0.83 ,,
878.54 ,0.60 ,0.86 ,0.83 ,,
249.65 ,0.60 ,0.86 ,0.75 ,,
622.96 ,0.58 ,0.93 ,0.58 ,,
537.10 ,0.58 ,0.93 ,0.50 ,,
960.59 ,0.58 ,0.93 ,0.50 ,,
914.48 ,0.58 ,0.93 ,0.42 ,,
922.46 ,0.58 ,0.93 ,0.33 ,,
908.49 ,0.58 ,0.86 ,0.42 ,,
903.60 ,0.58 ,0.93 ,0.33 ,,
882.61 ,0.58 ,0.93 ,0.33 ,,
822.63 ,0.58 ,0.93 ,0.33 ,,
651.03 ,0.58 ,0.93 ,0.25 ,,
427.29 ,0.58 ,0.93 ,0.25 ,,
377.37 ,0.58 ,0.93 ,0.33 ,,
379.37 ,0.58 ,0.93 ,0.33 ,,
385.36 ,0.58 ,0.93 ,0.25 ,,
405.32 ,0.58 ,0.93 ,0.17 ,,
740.28 ,0.58 ,0.93 ,0.25 ,,
784.69 ,0.58 ,0.93 ,0.17 ,,
780.70 ,0.58 ,0.93 ,0.17 ,,
782.85 ,0.60 ,0.86 ,0.33 ,,
828.62 ,0.63 ,0.86 ,0.25 ,,
856.57 ,0.65 ,0.69 ,0.33 ,,
251.65 ,0.68 ,0.64 ,0.33 ,,
940.63 ,0.73 ,0.51 ,0.33 ,,
722.80 ,0.68 ,0.64 ,0.33 ,,
557.07 ,0.73 ,0.47 ,0.25 ,,
543.09 ,0.70 ,0.55 ,0.17 ,,
856.57 ,0.70 ,0.51 ,0.17 ,,
952.41 ,0.70 ,0.51 ,0.25 ,,
834.61 ,0.68 ,0.64 ,0.25 ,,
583.03 ,0.65 ,0.69 ,0.33 ,,
571.73 ,0.65 ,0.64 ,0.25 ,,
610.98 ,0.65 ,0.69 ,0.17 ,,
898.50 ,0.65 ,0.69 ,0.08 ,,
778.70 ,0.65 ,0.69 ,0.08 ,,
547.09 ,0.65 ,0.69 ,0.17 ,,
427.35 ,0.63 ,0.75 ,0.08 ,,
423.35 ,0.63 ,0.75 ,0.08 ,,
413.31 ,0.63 ,0.75 ,0.00 ,,
445.26 ,0.60 ,0.86 ,0.00 ,,
634.94 ,0.63 ,0.80 ,0.00 ,,
870.55 ,0.63 ,0.80 ,0.00 ,,
826.62 ,0.63 ,0.86 ,0.00 ,,
549.08 ,0.65 ,0.80 ,0.17 ,,
563.06 ,0.70 ,0.70 ,0.17 ,,
936.44 ,0.75 ,0.60 ,0.17 ,,
944.50 ,0.78 ,0.52 ,0.08 ,,
920.47 ,0.75 ,0.55 ,0.17 ,,
834.61 ,0.80 ,0.48 ,0.17 ,,
569.14 ,0.78 ,0.52 ,0.25 ,,
563.06 ,0.75 ,0.55 ,0.25 ,,
888.04 ,0.78 ,0.47 ,0.17 ,,
986.36 ,0.75 ,0.52 ,0.25 ,,
922.46 ,0.70 ,0.64 ,0.17 ,,
587.10 ,0.70 ,0.64 ,0.17 ,,
571.05 ,0.68 ,0.69 ,0.25 ,,
579.03 ,0.65 ,0.80 ,0.25 ,,
860.73 ,0.63 ,0.80 ,0.17 ,,
802.66 ,0.63 ,0.80 ,0.17 ,,
455.24 ,0.60 ,0.86 ,0.17 ,,
439.27 ,0.60 ,0.86 ,0.17 ,,
431.74 ,0.60 ,0.93 ,0.08 ,,
425.29 ,0.60 ,0.86 ,0.00 ,,
686.73 ,0.58 ,0.93 ,0.00 ,,
850.76 ,0.58 ,0.93 ,0.00 ,,
806.66 ,0.58 ,0.93 ,0.00 ,,
690.85 ,0.58 ,0.93 ,0.08 ,,
563.06 ,0.65 ,0.86 ,0.08 ,,
912.48 ,0.70 ,0.70 ,0.33 ,,
984.43 ,0.73 ,0.60 ,0.33 ,,
918.47 ,0.75 ,0.40 ,0.42 ,,
958.40 ,0.78 ,0.30 ,0.42 ,,
912.48 ,0.78 ,0.20 ,0.42 ,,
666.89 ,0.78 ,0.28 ,0.42 ,,
553.08 ,0.75 ,0.30 ,0.50 ,,
616.97 ,0.75 ,0.30 ,0.42 ,,
974.38 ,0.70 ,0.39 ,0.33 ,,
886.52 ,0.68 ,0.46 ,0.42 ,,
597.08 ,0.65 ,0.43 ,0.33 ,,
589.11 ,0.63 ,0.51 ,0.25 ,,
585.02 ,0.63 ,0.46 ,0.25 ,,
677.89 ,0.63 ,0.46 ,0.17 ,,
698.84 ,0.63 ,0.51 ,0.17 ,,
425.29 ,0.63 ,0.51 ,0.25 ,,
353.41 ,0.60 ,0.54 ,0.08 ,,
349.42 ,0.58 ,0.63 ,0.17 ,,
341.43 ,0.58 ,0.63 ,0.17 ,,
371.44 ,0.55 ,0.63 ,0.08 ,,
375.37 ,0.53 ,0.74 ,0.08 ,,
772.71 ,0.50 ,0.79 ,0.08 ,,
826.78 ,0.58 ,0.75 ,0.08 ,,
890.52 ,0.65 ,0.55 ,0.33 ,,
897.43 ,0.68 ,0.46 ,0.42 ,,
896.58 ,0.73 ,0.36 ,0.42 ,,
892.51 ,0.75 ,0.28 ,0.50 ,,
894.51 ,0.75 ,0.28 ,0.42 ,,
870.55 ,0.78 ,0.22 ,0.42 ,,
890.52 ,0.75 ,0.22 ,0.42 ,,
918.47 ,0.75 ,0.20 ,0.50 ,,
948.42 ,0.73 ,0.24 ,0.50 ,,
968.39 ,0.68 ,0.36 ,0.50 ,,
934.44 ,0.65 ,0.46 ,0.42 ,,
944.50 ,0.63 ,0.54 ,0.33 ,,
894.51 ,0.63 ,0.54 ,0.25 ,,
876.71 ,0.63 ,0.54 ,0.25 ,,
766.72 ,0.60 ,0.63 ,0.25 ,,
503.16 ,0.60 ,0.63 ,0.17 ,,
481.20 ,0.58 ,0.63 ,0.08 ,,
459.23 ,0.58 ,0.63 ,0.17 ,,
441.26 ,0.55 ,0.75 ,0.17 ,,
435.27 ,0.55 ,0.69 ,0.17 ,,
455.29 ,0.55 ,0.75 ,0.08 ,,
727.42 ,0.53 ,0.80 ,0.00 ,,
780.70 ,0.50 ,0.79 ,0.00 ,,
782.70 ,0.58 ,0.80 ,0.08 ,,
826.62 ,0.65 ,0.55 ,0.42 ,,
744.76 ,0.68 ,0.51 ,0.42 ,,
589.02 ,0.70 ,0.43 ,0.50 ,,
595.01 ,0.70 ,0.43 ,0.50 ,,
778.77 ,0.73 ,0.39 ,0.42 ,,
944.43 ,0.73 ,0.39 ,0.33 ,,
912.48 ,0.75 ,0.37 ,0.42 ,,
650.92 ,0.73 ,0.39 ,0.42 ,,
742.32 ,0.70 ,0.43 ,0.50 ,,
1012.31 ,0.68 ,0.51 ,0.42 ,,
948.42 ,0.65 ,0.55 ,0.42 ,,
892.59 ,0.65 ,0.55 ,0.42 ,,
688.85 ,0.65 ,0.55 ,0.33 ,,
710.93 ,0.63 ,0.59 ,0.25 ,,
776.71 ,0.63 ,0.59 ,0.25 ,,
944.43 ,0.63 ,0.59 ,0.25 ,,
579.03 ,0.63 ,0.59 ,0.17 ,,
479.20 ,0.65 ,0.55 ,0.17 ,,
435.27 ,0.63 ,0.59 ,0.17 ,,
437.33 ,0.63 ,0.59 ,0.25 ,,
439.27 ,0.63 ,0.54 ,0.25 ,,
720.80 ,0.63 ,0.54 ,0.17 ,,
824.63 ,0.58 ,0.69 ,0.17 ,,
894.51 ,0.65 ,0.55 ,0.17 ,,
928.45 ,0.70 ,0.47 ,0.33 ,,
910.48 ,0.73 ,0.39 ,0.33 ,,
928.64 ,0.73 ,0.44 ,0.33 ,,
936.07 ,0.78 ,0.37 ,0.33 ,,
980.44 ,0.78 ,0.37 ,0.33 ,,
906.49 ,0.75 ,0.40 ,0.42 ,,
585.02 ,0.75 ,0.37 ,0.25 ,,
521.13 ,0.75 ,0.40 ,0.25 ,,
864.56 ,0.75 ,0.40 ,0.25 ,,
944.43 ,0.75 ,0.40 ,0.17 ,,
591.01 ,0.70 ,0.60 ,0.42 ,,
593.01 ,0.68 ,0.64 ,0.33 ,,
573.04 ,0.68 ,0.64 ,0.25 ,,
822.78 ,0.68 ,0.69 ,0.33 ,,
900.45 ,0.68 ,0.69 ,0.33 ,,
577.04 ,0.65 ,0.75 ,0.33 ,,
459.23 ,0.65 ,0.75 ,0.42 ,,
433.28 ,0.63 ,0.75 ,0.33 ,,
369.17 ,0.60 ,0.80 ,0.42 ,,
373.38 ,0.60 ,0.80 ,0.50 ,,
437.27 ,0.58 ,0.80 ,0.50 ,,
427.34 ,0.58 ,0.80 ,0.50 ,,
483.19 ,0.58 ,0.80 ,0.42 ,,
692.85 ,0.58 ,0.75 ,0.67 ,,
864.57 ,0.58 ,0.69 ,0.83 ,,
606.76 ,0.58 ,0.63 ,0.83 ,,
525.12 ,0.58 ,0.63 ,0.83 ,,
513.14 ,0.60 ,0.49 ,0.83 ,,
505.16 ,0.55 ,0.59 ,0.92 ,,
