power,temperature,humidity,speed,,
662.90 ,0.65 ,0.69 ,0.42 ,,
627.22 ,0.63 ,0.69 ,0.25 ,,
547.09 ,0.63 ,0.75 ,0.33 ,,
439.27 ,0.60 ,0.75 ,0.25 ,,
401.33 ,0.60 ,0.75 ,0.17 ,,
379.42 ,0.60 ,0.75 ,0.17 ,,
345.42 ,0.60 ,0.80 ,0.17 ,,
359.45 ,0.58 ,0.86 ,0.17 ,,
367.39 ,0.60 ,0.80 ,0.17 ,,
389.35 ,0.60 ,0.80 ,0.25 ,,
425.29 ,0.60 ,0.86 ,0.25 ,,
732.78 ,0.63 ,0.80 ,0.25 ,,
1028.29 ,0.65 ,0.69 ,0.25 ,,
962.40 ,0.68 ,0.64 ,0.25 ,,
956.41 ,0.75 ,0.52 ,0.08 ,,
964.66 ,0.78 ,0.47 ,0.08 ,,
998.34 ,0.78 ,0.44 ,0.25 ,,
966.39 ,0.78 ,0.47 ,0.17 ,,
898.50 ,0.78 ,0.47 ,0.33 ,,
886.52 ,0.78 ,0.44 ,0.33 ,,
924.46 ,0.78 ,0.47 ,0.33 ,,
884.66 ,0.75 ,0.52 ,0.33 ,,
874.54 ,0.73 ,0.55 ,0.42 ,,
878.61 ,0.68 ,0.64 ,0.42 ,,
842.60 ,0.68 ,0.69 ,0.33 ,,
601.00 ,0.65 ,0.69 ,0.33 ,,
571.05 ,0.65 ,0.69 ,0.25 ,,
788.69 ,0.65 ,0.69 ,0.25 ,,
708.82 ,0.63 ,0.80 ,0.25 ,,
469.22 ,0.63 ,0.80 ,0.25 ,,
401.33 ,0.63 ,0.80 ,0.25 ,,
405.44 ,0.63 ,0.80 ,0.25 ,,
424.12 ,0.63 ,0.80 ,0.25 ,,
730.78 ,0.63 ,0.80 ,0.25 ,,
778.70 ,0.63 ,0.80 ,0.17 ,,
796.67 ,0.65 ,0.75 ,0.25 ,,
848.59 ,0.68 ,0.69 ,0.25 ,,
866.62 ,0.73 ,0.60 ,0.25 ,,
898.50 ,0.78 ,0.56 ,0.25 ,,
868.55 ,0.80 ,0.44 ,0.25 ,,
874.72 ,0.83 ,0.44 ,0.17 ,,
866.56 ,0.83 ,0.40 ,0.17 ,,
884.53 ,0.83 ,0.40 ,0.17 ,,
878.54 ,0.85 ,0.38 ,0.17 ,,
992.35 ,0.83 ,0.44 ,0.33 ,,
996.41 ,0.78 ,0.52 ,0.42 ,,
990.35 ,0.78 ,0.56 ,0.33 ,,
1012.31 ,0.75 ,0.55 ,0.42 ,,
980.37 ,0.73 ,0.60 ,0.33 ,,
952.41 ,0.70 ,0.70 ,0.33 ,,
884.70 ,0.68 ,0.75 ,0.33 ,,
792.10 ,0.68 ,0.75 ,0.33 ,,
606.99 ,0.65 ,0.80 ,0.25 ,,
459.23 ,0.65 ,0.80 ,0.17 ,,
437.32 ,0.65 ,0.80 ,0.17 ,,
459.23 ,0.65 ,0.80 ,0.17 ,,
650.92 ,0.65 ,0.80 ,0.17 ,,
908.68 ,0.65 ,0.80 ,0.25 ,,
824.63 ,0.63 ,0.86 ,0.25 ,,
834.61 ,0.65 ,0.80 ,0.25 ,,
874.54 ,0.65 ,0.75 ,0.33 ,,
630.95 ,0.70 ,0.64 ,0.25 ,,
591.06 ,0.70 ,0.64 ,0.25 ,,
585.02 ,0.73 ,0.55 ,0.25 ,,
519.13 ,0.73 ,0.60 ,0.25 ,,
822.63 ,0.78 ,0.52 ,0.25 ,,
1004.54 ,0.75 ,0.55 ,0.33 ,,
996.34 ,0.75 ,0.55 ,0.33 ,,
980.44 ,0.75 ,0.55 ,0.42 ,,
1014.31 ,0.73 ,0.55 ,0.42 ,,
1004.33 ,0.70 ,0.60 ,0.50 ,,
1028.29 ,0.68 ,0.64 ,0.33 ,,
964.39 ,0.65 ,0.69 ,0.50 ,,
912.48 ,0.65 ,0.69 ,0.50 ,,
822.63 ,0.63 ,0.69 ,0.50 ,,
728.79 ,0.63 ,0.75 ,0.42 ,,
690.98 ,0.63 ,0.69 ,0.42 ,,
441.32 ,0.63 ,0.69 ,0.42 ,,
411.31 ,0.60 ,0.80 ,0.33 ,,
349.42 ,0.60 ,0.80 ,0.33 ,,
684.86 ,0.60 ,0.80 ,0.33 ,,
770.72 ,0.60 ,0.80 ,0.33 ,,
775.29 ,0.60 ,0.75 ,0.42 ,,
812.81 ,0.63 ,0.69 ,0.42 ,,
860.57 ,0.65 ,0.64 ,0.33 ,,
760.80 ,0.68 ,0.60 ,0.42 ,,
505.16 ,0.70 ,0.55 ,0.33 ,,
529.12 ,0.73 ,0.51 ,0.33 ,,
644.93 ,0.73 ,0.51 ,0.33 ,,
1004.33 ,0.75 ,0.47 ,0.42 ,,
822.69 ,0.75 ,0.47 ,0.42 ,,
868.55 ,0.75 ,0.47 ,0.42 ,,
870.55 ,0.73 ,0.55 ,0.50 ,,
914.66 ,0.70 ,0.60 ,0.50 ,,
888.52 ,0.68 ,0.64 ,0.58 ,,
840.68 ,0.65 ,0.69 ,0.50 ,,
607.08 ,0.65 ,0.69 ,0.42 ,,
597.00 ,0.63 ,0.75 ,0.42 ,,
920.47 ,0.63 ,0.75 ,0.42 ,,
581.03 ,0.63 ,0.69 ,0.42 ,,
479.20 ,0.63 ,0.69 ,0.42 ,,
421.30 ,0.63 ,0.69 ,0.33 ,,
419.30 ,0.63 ,0.69 ,0.33 ,,
433.28 ,0.60 ,0.80 ,0.17 ,,
449.30 ,0.63 ,0.75 ,0.17 ,,
858.57 ,0.63 ,0.75 ,0.17 ,,
880.71 ,0.63 ,0.75 ,0.25 ,,
858.57 ,0.63 ,0.80 ,0.17 ,,
706.82 ,0.65 ,0.75 ,0.25 ,,
557.07 ,0.68 ,0.69 ,0.33 ,,
501.16 ,0.73 ,0.55 ,0.33 ,,
954.41 ,0.75 ,0.52 ,0.25 ,,
985.35 ,0.78 ,0.44 ,0.33 ,,
916.54 ,0.80 ,0.44 ,0.42 ,,
898.68 ,0.78 ,0.47 ,0.33 ,,
890.52 ,0.78 ,0.47 ,0.33 ,,
876.54 ,0.78 ,0.47 ,0.50 ,,
874.54 ,0.73 ,0.51 ,0.50 ,,
884.53 ,0.70 ,0.51 ,0.42 ,,
910.48 ,0.68 ,0.55 ,0.33 ,,
882.53 ,0.65 ,0.60 ,0.42 ,,
625.04 ,0.65 ,0.64 ,0.33 ,,
704.83 ,0.65 ,0.64 ,0.33 ,,
883.31 ,0.65 ,0.69 ,0.25 ,,
732.78 ,0.65 ,0.69 ,0.25 ,,
441.26 ,0.63 ,0.75 ,0.25 ,,
429.28 ,0.63 ,0.69 ,0.25 ,,
429.34 ,0.63 ,0.75 ,0.17 ,,
445.26 ,0.63 ,0.75 ,0.25 ,,
752.75 ,0.63 ,0.75 ,0.17 ,,
802.66 ,0.63 ,0.69 ,0.17 ,,
858.57 ,0.65 ,0.64 ,0.42 ,,
890.69 ,0.68 ,0.60 ,0.33 ,,
918.47 ,0.68 ,0.60 ,0.33 ,,
938.44 ,0.73 ,0.47 ,0.42 ,,
934.44 ,0.73 ,0.47 ,0.17 ,,
968.46 ,0.75 ,0.44 ,0.33 ,,
926.46 ,0.78 ,0.40 ,0.33 ,,
926.46 ,0.78 ,0.40 ,0.25 ,,
912.48 ,0.78 ,0.37 ,0.25 ,,
916.47 ,0.78 ,0.40 ,0.25 ,,
940.62 ,0.75 ,0.40 ,0.25 ,,
938.44 ,0.73 ,0.47 ,0.17 ,,
952.78 ,0.73 ,0.47 ,0.25 ,,
904.49 ,0.70 ,0.55 ,0.25 ,,
914.56 ,0.68 ,0.60 ,0.25 ,,
890.52 ,0.65 ,0.69 ,0.25 ,,
836.61 ,0.65 ,0.69 ,0.17 ,,
652.91 ,0.65 ,0.69 ,0.17 ,,
489.26 ,0.63 ,0.75 ,0.17 ,,
467.22 ,0.60 ,0.80 ,0.17 ,,
437.27 ,0.60 ,0.80 ,0.17 ,,
604.99 ,0.60 ,0.80 ,0.08 ,,
866.61 ,0.60 ,0.80 ,0.17 ,,
800.33 ,0.60 ,0.86 ,0.17 ,,
866.56 ,0.63 ,0.80 ,0.25 ,,
886.52 ,0.68 ,0.64 ,0.33 ,,
906.49 ,0.73 ,0.55 ,0.25 ,,
908.49 ,0.73 ,0.51 ,0.33 ,,
798.67 ,0.78 ,0.40 ,0.25 ,,
567.21 ,0.78 ,0.40 ,0.42 ,,
571.05 ,0.78 ,0.37 ,0.42 ,,
694.84 ,0.78 ,0.37 ,0.33 ,,
1008.32 ,0.80 ,0.31 ,0.25 ,,
898.50 ,0.78 ,0.33 ,0.33 ,,
906.49 ,0.75 ,0.37 ,0.33 ,,
880.53 ,0.75 ,0.37 ,0.33 ,,
880.53 ,0.73 ,0.51 ,0.33 ,,
569.13 ,0.70 ,0.55 ,0.25 ,,
581.03 ,0.68 ,0.51 ,0.25 ,,
553.15 ,0.68 ,0.51 ,0.17 ,,
914.48 ,0.68 ,0.46 ,0.17 ,,
752.75 ,0.63 ,0.69 ,0.25 ,,
685.24 ,0.63 ,0.69 ,0.25 ,,
670.88 ,0.60 ,0.75 ,0.25 ,,
648.92 ,0.60 ,0.75 ,0.17 ,,
690.91 ,0.60 ,0.75 ,0.17 ,,
704.96 ,0.60 ,0.75 ,0.00 ,,
752.75 ,0.63 ,0.75 ,0.08 ,,
808.65 ,0.68 ,0.64 ,0.25 ,,
872.55 ,0.73 ,0.55 ,0.25 ,,
762.82 ,0.75 ,0.52 ,0.33 ,,
539.10 ,0.78 ,0.44 ,0.25 ,,
858.57 ,0.83 ,0.37 ,0.25 ,,
994.34 ,0.85 ,0.31 ,0.17 ,,
939.12 ,0.85 ,0.29 ,0.17 ,,
906.49 ,0.88 ,0.23 ,0.25 ,,
906.49 ,0.85 ,0.29 ,0.25 ,,
926.46 ,0.85 ,0.29 ,0.25 ,,
936.62 ,0.83 ,0.31 ,0.50 ,,
892.51 ,0.80 ,0.33 ,0.50 ,,
836.61 ,0.78 ,0.33 ,0.33 ,,
583.03 ,0.75 ,0.33 ,0.25 ,,
585.10 ,0.75 ,0.37 ,0.25 ,,
880.53 ,0.73 ,0.44 ,0.25 ,,
798.67 ,0.73 ,0.51 ,0.17 ,,
724.79 ,0.70 ,0.55 ,0.33 ,,
664.89 ,0.70 ,0.55 ,0.17 ,,
435.27 ,0.68 ,0.60 ,0.17 ,,
421.36 ,0.68 ,0.60 ,0.08 ,,
445.26 ,0.68 ,0.64 ,0.08 ,,
678.92 ,0.68 ,0.64 ,0.08 ,,
806.66 ,0.68 ,0.64 ,0.09 ,,
828.62 ,0.70 ,0.64 ,0.17 ,,
688.71 ,0.75 ,0.55 ,0.17 ,,
664.89 ,0.83 ,0.40 ,0.17 ,,
1016.52 ,0.85 ,0.34 ,0.17 ,,
1088.19 ,0.88 ,0.29 ,0.17 ,,
1016.31 ,0.90 ,0.26 ,0.17 ,,
1008.32 ,0.93 ,0.20 ,0.17 ,,
1034.35 ,0.93 ,0.20 ,0.17 ,,
992.35 ,0.90 ,0.26 ,0.42 ,,
980.37 ,0.88 ,0.26 ,0.42 ,,
956.41 ,0.85 ,0.25 ,0.33 ,,
928.45 ,0.85 ,0.23 ,0.33 ,,
943.67 ,0.80 ,0.31 ,0.33 ,,
928.71 ,0.80 ,0.31 ,0.33 ,,
686.86 ,0.78 ,0.44 ,0.33 ,,
557.07 ,0.75 ,0.44 ,0.33 ,,
880.53 ,0.73 ,0.55 ,0.25 ,,
700.83 ,0.70 ,0.64 ,0.25 ,,
680.87 ,0.70 ,0.55 ,0.25 ,,
652.91 ,0.70 ,0.55 ,0.17 ,,
664.89 ,0.70 ,0.55 ,0.17 ,,
660.90 ,0.70 ,0.60 ,0.17 ,,
678.92 ,0.70 ,0.60 ,0.17 ,,
752.90 ,0.73 ,0.51 ,0.17 ,,
802.66 ,0.73 ,0.51 ,0.33 ,,
553.08 ,0.73 ,0.55 ,0.25 ,,
608.99 ,0.75 ,0.47 ,0.33 ,,
846.59 ,0.78 ,0.44 ,0.33 ,,
1028.29 ,0.83 ,0.28 ,0.42 ,,
936.44 ,0.83 ,0.31 ,0.33 ,,
623.03 ,0.85 ,0.29 ,0.50 ,,
595.01 ,0.83 ,0.31 ,0.42 ,,
643.11 ,0.83 ,0.28 ,0.42 ,,
1078.20 ,0.83 ,0.25 ,0.50 ,,
1106.16 ,0.80 ,0.28 ,0.33 ,,
1052.25 ,0.78 ,0.28 ,0.42 ,,
1074.21 ,0.75 ,0.37 ,0.33 ,,
722.80 ,0.75 ,0.37 ,0.33 ,,
646.92 ,0.73 ,0.47 ,0.42 ,,
597.08 ,0.70 ,0.55 ,0.42 ,,
523.21 ,0.68 ,0.64 ,0.42 ,,
493.18 ,0.68 ,0.69 ,0.50 ,,
668.89 ,0.68 ,0.75 ,0.42 ,,
876.00 ,0.68 ,0.75 ,0.42 ,,
852.58 ,0.68 ,0.75 ,0.42 ,,
826.68 ,0.68 ,0.75 ,0.33 ,,
814.64 ,0.68 ,0.75 ,0.42 ,,
854.58 ,0.68 ,0.75 ,0.42 ,,
595.01 ,0.68 ,0.75 ,0.50 ,,
585.02 ,0.70 ,0.70 ,0.50 ,,
577.13 ,0.70 ,0.70 ,0.67 ,,
950.42 ,0.68 ,0.75 ,0.50 ,,
1024.29 ,0.68 ,0.75 ,0.58 ,,
930.45 ,0.70 ,0.70 ,0.58 ,,
850.65 ,0.68 ,0.75 ,0.58 ,,
876.54 ,0.68 ,0.75 ,0.67 ,,
724.19 ,0.65 ,0.75 ,0.58 ,,
535.04 ,0.68 ,0.69 ,0.67 ,,
636.94 ,0.65 ,0.80 ,0.58 ,,
1054.24 ,0.65 ,0.75 ,0.58 ,,
956.41 ,0.65 ,0.80 ,0.33 ,,
655.01 ,0.65 ,0.86 ,0.33 ,,
639.33 ,0.65 ,0.86 ,0.33 ,,
1040.35 ,0.65 ,0.86 ,0.33 ,,
930.45 ,0.65 ,0.86 ,0.25 ,,
830.62 ,0.65 ,0.86 ,0.17 ,,
774.71 ,0.65 ,0.93 ,0.17 ,,
461.23 ,0.65 ,0.93 ,0.17 ,,
491.26 ,0.65 ,0.93 ,0.33 ,,
405.32 ,0.65 ,0.93 ,0.34 ,,
603.00 ,0.65 ,0.93 ,0.25 ,,
952.41 ,0.65 ,0.93 ,0.33 ,,
944.50 ,0.68 ,0.87 ,0.33 ,,
728.79 ,0.65 ,0.86 ,0.42 ,,
640.17 ,0.65 ,0.86 ,0.33 ,,
654.91 ,0.65 ,0.86 ,0.33 ,,
996.34 ,0.65 ,0.80 ,0.33 ,,
1098.17 ,0.65 ,0.86 ,0.25 ,,
948.61 ,0.65 ,0.86 ,0.25 ,,
631.02 ,0.65 ,0.86 ,0.33 ,,
593.01 ,0.70 ,0.75 ,0.25 ,,
798.67 ,0.68 ,0.75 ,0.33 ,,
1048.25 ,0.65 ,0.80 ,0.25 ,,
980.37 ,0.65 ,0.80 ,0.25 ,,
890.52 ,0.63 ,0.86 ,0.17 ,,
656.91 ,0.63 ,0.80 ,0.33 ,,
680.87 ,0.63 ,0.80 ,0.33 ,,
898.50 ,0.60 ,0.86 ,0.25 ,,
788.76 ,0.63 ,0.75 ,0.25 ,,
497.24 ,0.63 ,0.75 ,0.25 ,,
475.21 ,0.63 ,0.75 ,0.25 ,,
601.00 ,0.60 ,0.80 ,0.17 ,,
603.00 ,0.60 ,0.80 ,0.25 ,,
494.21 ,0.60 ,0.80 ,0.17 ,,
684.86 ,0.60 ,0.80 ,0.25 ,,
822.63 ,0.60 ,0.80 ,0.17 ,,
882.70 ,0.63 ,0.75 ,0.25 ,,
742.84 ,0.63 ,0.75 ,0.17 ,,
638.94 ,0.65 ,0.69 ,0.17 ,,
676.87 ,0.68 ,0.60 ,0.17 ,,
1044.26 ,0.68 ,0.60 ,0.17 ,,
1032.28 ,0.68 ,0.60 ,0.17 ,,
968.39 ,0.70 ,0.60 ,0.25 ,,
618.97 ,0.68 ,0.64 ,0.25 ,,
576.36 ,0.70 ,0.60 ,0.25 ,,
664.89 ,0.70 ,0.60 ,0.33 ,,
1062.23 ,0.68 ,0.64 ,0.42 ,,
974.38 ,0.65 ,0.64 ,0.42 ,,
920.47 ,0.65 ,0.64 ,0.33 ,,
948.60 ,0.65 ,0.64 ,0.33 ,,
638.94 ,0.63 ,0.69 ,0.42 ,,
581.03 ,0.63 ,0.69 ,0.33 ,,
850.65 ,0.63 ,0.75 ,0.25 ,,
742.76 ,0.60 ,0.80 ,0.25 ,,
583.03 ,0.60 ,0.80 ,0.25 ,,
441.26 ,0.60 ,0.80 ,0.25 ,,
427.29 ,0.60 ,0.80 ,0.33 ,,
507.15 ,0.60 ,0.80 ,0.25 ,,
834.61 ,0.60 ,0.80 ,0.25 ,,
794.83 ,0.63 ,0.75 ,0.25 ,,
886.60 ,0.63 ,0.75 ,0.33 ,,
798.67 ,0.68 ,0.64 ,0.42 ,,
608.99 ,0.73 ,0.60 ,0.42 ,,
1004.47 ,0.73 ,0.60 ,0.50 ,,
1034.28 ,0.70 ,0.64 ,0.42 ,,
998.34 ,0.73 ,0.60 ,0.42 ,,
613.07 ,0.73 ,0.60 ,0.42 ,,
571.05 ,0.75 ,0.55 ,0.50 ,,
876.61 ,0.75 ,0.60 ,0.42 ,,
996.34 ,0.75 ,0.60 ,0.42 ,,
944.43 ,0.73 ,0.60 ,0.33 ,,
892.51 ,0.73 ,0.60 ,0.42 ,,
790.68 ,0.70 ,0.70 ,0.42 ,,
567.05 ,0.68 ,0.69 ,0.42 ,,
557.07 ,0.68 ,0.75 ,0.50 ,,
515.41 ,0.68 ,0.75 ,0.50 ,,
429.34 ,0.68 ,0.75 ,0.42 ,,
427.29 ,0.68 ,0.75 ,0.50 ,,
876.54 ,0.68 ,0.75 ,0.50 ,,
788.69 ,0.65 ,0.80 ,0.33 ,,
756.74 ,0.68 ,0.75 ,0.42 ,,
750.75 ,0.65 ,0.80 ,0.42 ,,
786.69 ,0.68 ,0.75 ,0.42 ,,
597.07 ,0.65 ,0.86 ,0.33 ,,
527.12 ,0.65 ,0.86 ,0.33 ,,
597.00 ,0.65 ,0.86 ,0.25 ,,
774.86 ,0.65 ,0.93 ,0.33 ,,
972.38 ,0.68 ,0.87 ,0.25 ,,
934.44 ,0.68 ,0.87 ,0.25 ,,
820.63 ,0.70 ,0.80 ,0.25 ,,
557.07 ,0.70 ,0.80 ,0.17 ,,
519.20 ,0.73 ,0.80 ,0.25 ,,
706.82 ,0.70 ,0.80 ,0.25 ,,
956.41 ,0.75 ,0.76 ,0.25 ,,
961.49 ,0.75 ,0.70 ,0.25 ,,
908.49 ,0.75 ,0.70 ,0.17 ,,
880.53 ,0.73 ,0.75 ,0.25 ,,
577.04 ,0.73 ,0.75 ,0.17 ,,
583.03 ,0.73 ,0.75 ,0.17 ,,
501.24 ,0.70 ,0.80 ,0.25 ,,
908.49 ,0.70 ,0.80 ,0.25 ,,
836.61 ,0.68 ,0.87 ,0.17 ,,
583.03 ,0.68 ,0.87 ,0.25 ,,
411.31 ,0.68 ,0.87 ,0.25 ,,
407.38 ,0.68 ,0.80 ,0.17 ,,
421.30 ,0.65 ,0.86 ,0.25 ,,
834.44 ,0.65 ,0.86 ,0.25 ,,
828.62 ,0.65 ,0.86 ,0.33 ,,
752.75 ,0.65 ,0.86 ,0.25 ,,
475.21 ,0.65 ,0.86 ,0.25 ,,
495.17 ,0.65 ,0.86 ,0.33 ,,
489.18 ,0.65 ,0.86 ,0.25 ,,
844.59 ,0.65 ,0.86 ,0.33 ,,
814.87 ,0.65 ,0.86 ,0.33 ,,
758.74 ,0.65 ,0.86 ,0.50 ,,
467.22 ,0.65 ,0.86 ,0.42 ,,
479.20 ,0.65 ,0.86 ,0.42 ,,
489.18 ,0.65 ,0.80 ,0.42 ,,
525.12 ,0.63 ,0.86 ,0.42 ,,
906.49 ,0.63 ,0.86 ,0.25 ,,
828.62 ,0.63 ,0.86 ,0.17 ,,
509.15 ,0.63 ,0.86 ,0.33 ,,
517.21 ,0.63 ,0.86 ,0.25 ,,
651.03 ,0.63 ,0.86 ,0.17 ,,
804.08 ,0.63 ,0.86 ,0.25 ,,
421.30 ,0.60 ,0.86 ,0.17 ,,
401.33 ,0.60 ,0.86 ,0.08 ,,
389.35 ,0.60 ,0.86 ,0.08 ,,
387.35 ,0.60 ,0.86 ,0.17 ,,
407.32 ,0.60 ,0.86 ,0.17 ,,
505.16 ,0.60 ,0.86 ,0.33 ,,
902.75 ,0.60 ,0.86 ,0.17 ,,
696.84 ,0.60 ,0.86 ,0.17 ,,
497.17 ,0.63 ,0.80 ,0.17 ,,
529.12 ,0.65 ,0.75 ,0.17 ,,
523.13 ,0.65 ,0.75 ,0.25 ,,
806.63 ,0.65 ,0.75 ,0.17 ,,
936.50 ,0.70 ,0.64 ,0.25 ,,
860.57 ,0.70 ,0.60 ,0.25 ,,
812.65 ,0.70 ,0.64 ,0.25 ,,
664.89 ,0.70 ,0.64 ,0.25 ,,
525.20 ,0.73 ,0.55 ,0.17 ,,
525.12 ,0.70 ,0.60 ,0.33 ,,
543.09 ,0.68 ,0.64 ,0.25 ,,
571.05 ,0.68 ,0.64 ,0.33 ,,
543.09 ,0.65 ,0.69 ,0.33 ,,
660.97 ,0.65 ,0.69 ,0.25 ,,
946.42 ,0.63 ,0.75 ,0.25 ,,
788.69 ,0.63 ,0.80 ,0.25 ,,
658.90 ,0.63 ,0.75 ,0.25 ,,
569.16 ,0.63 ,0.75 ,0.33 ,,
365.39 ,0.60 ,0.80 ,0.17 ,,
377.37 ,0.60 ,0.80 ,0.25 ,,
409.32 ,0.60 ,0.80 ,0.08 ,,
714.87 ,0.60 ,0.80 ,0.00 ,,
762.05 ,0.60 ,0.86 ,0.17 ,,
810.65 ,0.63 ,0.75 ,0.25 ,,
553.16 ,0.65 ,0.75 ,0.25 ,,
539.10 ,0.65 ,0.75 ,0.25 ,,
573.04 ,0.65 ,0.75 ,0.17 ,,
996.34 ,0.65 ,0.75 ,0.33 ,,
994.34 ,0.65 ,0.75 ,0.25 ,,
876.61 ,0.68 ,0.69 ,0.08 ,,
549.08 ,0.68 ,0.69 ,0.17 ,,
531.11 ,0.68 ,0.69 ,0.17 ,,
890.52 ,0.70 ,0.64 ,0.17 ,,
1024.29 ,0.70 ,0.60 ,0.25 ,,
921.57 ,0.70 ,0.64 ,0.25 ,,
796.75 ,0.68 ,0.64 ,0.25 ,,
589.02 ,0.65 ,0.75 ,0.25 ,,
597.00 ,0.65 ,0.75 ,0.25 ,,
816.64 ,0.63 ,0.80 ,0.25 ,,
874.54 ,0.63 ,0.80 ,0.25 ,,
688.85 ,0.63 ,0.80 ,0.17 ,,
465.22 ,0.63 ,0.80 ,0.17 ,,
451.25 ,0.60 ,0.86 ,0.17 ,,
447.31 ,0.60 ,0.86 ,0.08 ,,
662.90 ,0.60 ,0.86 ,0.08 ,,
846.76 ,0.60 ,0.86 ,0.08 ,,
782.70 ,0.63 ,0.86 ,0.08 ,,
840.60 ,0.65 ,0.80 ,0.25 ,,
898.50 ,0.70 ,0.70 ,0.25 ,,
930.45 ,0.73 ,0.64 ,0.42 ,,
952.41 ,0.75 ,0.55 ,0.25 ,,
948.42 ,0.78 ,0.47 ,0.25 ,,
984.37 ,0.80 ,0.44 ,0.25 ,,
620.97 ,0.80 ,0.48 ,0.33 ,,
561.06 ,0.80 ,0.48 ,0.33 ,,
832.61 ,0.78 ,0.56 ,0.42 ,,
996.34 ,0.78 ,0.52 ,0.42 ,,
940.43 ,0.78 ,0.56 ,0.42 ,,
888.52 ,0.75 ,0.60 ,0.42 ,,
904.49 ,0.73 ,0.64 ,0.42 ,,
651.00 ,0.70 ,0.70 ,0.42 ,,
573.04 ,0.70 ,0.70 ,0.33 ,,
505.22 ,0.68 ,0.69 ,0.42 ,,
922.46 ,0.68 ,0.69 ,0.33 ,,
805.38 ,0.68 ,0.69 ,0.33 ,,
437.27 ,0.65 ,0.75 ,0.25 ,,
407.32 ,0.65 ,0.69 ,0.25 ,,
411.37 ,0.65 ,0.69 ,0.25 ,,
431.28 ,0.65 ,0.69 ,0.17 ,,
920.47 ,0.65 ,0.75 ,0.25 ,,
812.65 ,0.65 ,0.75 ,0.25 ,,
856.57 ,0.65 ,0.75 ,0.33 ,,
579.03 ,0.65 ,0.75 ,0.25 ,,
575.13 ,0.68 ,0.69 ,0.25 ,,
545.09 ,0.68 ,0.69 ,0.17 ,,
1008.39 ,0.68 ,0.69 ,0.25 ,,
1052.25 ,0.68 ,0.75 ,0.25 ,,
980.37 ,0.70 ,0.70 ,0.33 ,,
736.77 ,0.65 ,0.80 ,0.25 ,,
561.06 ,0.65 ,0.80 ,0.25 ,,
680.87 ,0.65 ,0.86 ,0.17 ,,
1062.23 ,0.63 ,0.86 ,0.33 ,,
952.60 ,0.63 ,0.86 ,0.33 ,,
779.82 ,0.60 ,0.86 ,0.33 ,,
583.11 ,0.60 ,0.86 ,0.33 ,,
569.05 ,0.60 ,0.86 ,0.42 ,,
624.96 ,0.60 ,0.86 ,0.42 ,,
900.50 ,0.60 ,0.86 ,0.42 ,,
589.02 ,0.60 ,0.86 ,0.33 ,,
455.24 ,0.60 ,0.86 ,0.33 ,,
457.31 ,0.60 ,0.86 ,0.33 ,,
445.26 ,0.60 ,0.86 ,0.25 ,,
439.27 ,0.60 ,0.86 ,0.25 ,,
748.81 ,0.60 ,0.93 ,0.17 ,,
902.50 ,0.60 ,0.93 ,0.25 ,,
841.52 ,0.63 ,0.86 ,0.25 ,,
557.07 ,0.63 ,0.86 ,0.25 ,,
523.13 ,0.63 ,0.93 ,0.25 ,,
531.11 ,0.63 ,0.93 ,0.25 ,,
942.69 ,0.63 ,0.86 ,0.17 ,,
976.37 ,0.65 ,0.86 ,0.25 ,,
910.48 ,0.63 ,0.93 ,0.25 ,,
505.16 ,0.63 ,0.93 ,0.33 ,,
499.17 ,0.63 ,0.86 ,0.33 ,,
523.13 ,0.63 ,0.93 ,0.33 ,,
918.47 ,0.63 ,0.93 ,0.33 ,,
936.44 ,0.65 ,0.86 ,0.17 ,,
610.98 ,0.65 ,0.86 ,0.00 ,,
541.17 ,0.65 ,0.86 ,0.08 ,,
543.09 ,0.65 ,0.86 ,0.25 ,,
651.02 ,0.65 ,0.86 ,0.33 ,,
788.69 ,0.63 ,0.93 ,0.08 ,,
692.85 ,0.63 ,0.93 ,0.25 ,,
602.33 ,0.63 ,0.93 ,0.33 ,,
381.36 ,0.63 ,0.86 ,0.25 ,,
381.36 ,0.63 ,0.86 ,0.25 ,,
385.36 ,0.63 ,0.86 ,0.33 ,,
694.90 ,0.63 ,0.86 ,0.17 ,,
768.87 ,0.63 ,0.86 ,0.17 ,,
778.70 ,0.63 ,0.86 ,0.33 ,,
577.04 ,0.63 ,0.93 ,0.25 ,,
577.04 ,0.63 ,0.86 ,0.25 ,,
541.10 ,0.65 ,0.86 ,0.25 ,,
994.34 ,0.65 ,0.86 ,0.25 ,,
974.38 ,0.65 ,0.80 ,0.25 ,,
597.00 ,0.65 ,0.80 ,0.33 ,,
538.10 ,0.70 ,0.70 ,0.33 ,,
519.13 ,0.68 ,0.75 ,0.25 ,,
589.62 ,0.68 ,0.75 ,0.25 ,,
961.49 ,0.68 ,0.75 ,0.25 ,,
908.49 ,0.65 ,0.80 ,0.25 ,,
880.53 ,0.65 ,0.80 ,0.25 ,,
577.04 ,0.65 ,0.80 ,0.25 ,,
583.03 ,0.65 ,0.80 ,0.17 ,,
501.24 ,0.63 ,0.80 ,0.17 ,,
908.49 ,0.63 ,0.80 ,0.08 ,,
836.61 ,0.60 ,0.86 ,0.08 ,,
583.03 ,0.60 ,0.86 ,0.00 ,,
411.31 ,0.60 ,0.86 ,0.00 ,,
407.38 ,0.60 ,0.86 ,0.00 ,,
